student_id,name,career_goal,internships_done,job_ready,suggested_paths
1577,Rahul M 23,Cybersecurity Analyst,1 (IoT Internship),Yes,"Contribute to open source, Apply to research roles"
1578,Priya R 12,Data Scientist,"2 (Research, Dev)",Yes,"Apply to research roles, LinkedIn optimization"
1579,Meera M 12,Web Developer,1 (ML Intern),Yes,"Build capstone projects, Attend tech webinars"
1580,Aisha R 14,Product Designer,1 (IoT Internship),Yes,"Certifications in relevant domain, Apply to research roles"
1581,Arjun T 14,ML Engineer,1 (CAD Internship),Yes,"Core project, mock interviews, Resume upgrade, hackathons"
1582,Meera M 13,Embedded Engineer,1 (Web Dev Intern),Yes,"Attend tech webinars, Portfolio enhancement"
1583,Rahul K 11,Embedded Engineer,None,No,"Build capstone projects, Attend tech webinars"
1584,Karan S 15,Cloud Engineer,1 (CAD Internship),Yes,"Apply to research roles, Contribute to open source"
1585,Divya M 12,ML Engineer,1 (IoT Internship),Yes,"Practice DSA, GitHub proj, Attend tech webinars"
1586,Karan K 15,Systems Engineer,1 (AR Intern),Yes,"Portfolio enhancement, Apply to research roles"
1587,Ankit M 13,Product Designer,1 (ML Intern),Yes,"Build capstone projects, Portfolio enhancement"
1588,Ravi K 14,Cybersecurity Analyst,1 (CAD Internship),Yes,"Certifications in relevant domain, Resume upgrade, hackathons"
1589,Ankit S 13,AR/VR Developer,None,No,"Build capstone projects, Certifications in relevant domain"
1590,Meera S 13,Systems Engineer,None,No,"Practice DSA, GitHub proj, Certifications in relevant domain"
1591,Rahul T 15,Cloud Engineer,1 (Security Intern),Yes,"Portfolio enhancement, Core project, mock interviews"
1592,Aisha R 15,Product Designer,None,No,"Resume upgrade, hackathons, Build capstone projects"
1593,Karan K 16,AR/VR Developer,1 (Security Intern),Yes,"Apply to research roles, Core project, mock interviews"
1594,Sneha M 8,Web Developer,1 (CAD Internship),Yes,"LinkedIn optimization, Certifications in relevant domain"
1595,Aisha R 16,ML Engineer,1 (ML Intern),Yes,"Resume upgrade, hackathons, Attend tech webinars"
1596,Divya T 15,DevOps Specialist,1 (IoT Internship),No,"Certifications in relevant domain, Portfolio enhancement"
1597,Karan T 9,Embedded Engineer,1 (CAD Internship),Yes,"Certifications in relevant domain, Apply to research roles"
1598,Ankit T 7,Cloud Engineer,"2 (DevOps, Cloud)",No,"Portfolio enhancement, Core project, mock interviews"
1599,Rahul R 12,Product Designer,"2 (DevOps, Cloud)",Yes,"Apply to research roles, LinkedIn optimization"
1600,Rahul S 13,Cloud Engineer,"2 (Research, Dev)",Yes,"Certifications in relevant domain, Practice DSA, GitHub proj"
1601,Karan T 10,Cloud Engineer,None,No,"Core project, mock interviews, Contribute to open source"
1602,Aisha R 17,Embedded Engineer,"2 (NLP, Vision)",Yes,"Attend tech webinars, LinkedIn optimization"
1603,Aisha R 18,Systems Engineer,"2 (Research, Dev)",No,"Certifications in relevant domain, Apply to research roles"
1604,Arjun R 16,Software Developer,1 (AR Intern),No,"Core project, mock interviews, LinkedIn optimization"
1605,Ankit M 14,AI Researcher,1 (CAD Internship),No,"Practice DSA, GitHub proj, Resume upgrade, hackathons"
1606,Arjun S 12,Cloud Engineer,"2 (NLP, Vision)",No,"Portfolio enhancement, Practice DSA, GitHub proj"
1607,Aisha R 19,AI Researcher,1 (ML Intern),No,"LinkedIn optimization, Core project, mock interviews"
1608,Ankit K 15,Embedded Engineer,"2 (Research, Dev)",Yes,"Build capstone projects, Portfolio enhancement"
1609,Aisha M 11,ML Engineer,1 (IoT Internship),Yes,"Certifications in relevant domain, Practice DSA, GitHub proj"
1610,Ankit K 16,Systems Engineer,1 (Security Intern),Yes,"Resume upgrade, hackathons, Attend tech webinars"
1611,Aisha R 20,Product Designer,1 (Security Intern),Yes,"Contribute to open source, Practice DSA, GitHub proj"
1612,Priya M 9,Cloud Engineer,"2 (DevOps, Cloud)",Yes,"Build capstone projects, Core project, mock interviews"
1613,Priya M 10,Web Developer,"2 (Research, Dev)",Yes,"Portfolio enhancement, Core project, mock interviews"
1614,Sneha T 16,AI Researcher,1 (Security Intern),No,"Resume upgrade, hackathons, Apply to research roles"
1615,Ankit M 15,Web Developer,1 (Web Dev Intern),Yes,"Apply to research roles, Resume upgrade, hackathons"
1616,Arjun R 17,Product Designer,"2 (NLP, Vision)",Yes,"Attend tech webinars, Build capstone projects"
1617,Ankit S 14,AR/VR Developer,"2 (DevOps, Cloud)",No,"Practice DSA, GitHub proj, Attend tech webinars"
1618,Arjun R 18,Web Developer,1 (AR Intern),No,"Attend tech webinars, Core project, mock interviews"
1619,Arjun S 13,AR/VR Developer,1 (AR Intern),Yes,"Practice DSA, GitHub proj, LinkedIn optimization"
1620,Rahul M 24,DevOps Specialist,"2 (DevOps, Cloud)",Yes,"Practice DSA, GitHub proj, Attend tech webinars"
1621,Karan T 11,Data Scientist,1 (AR Intern),No,"Attend tech webinars, Certifications in relevant domain"
1622,Karan T 12,Data Scientist,1 (CAD Internship),No,"Build capstone projects, Certifications in relevant domain"
1623,Arjun K 11,Embedded Engineer,1 (AR Intern),No,"Practice DSA, GitHub proj, LinkedIn optimization"
1624,Sneha K 11,Web Developer,"2 (Research, Dev)",Yes,"Build capstone projects, Apply to research roles"
1625,Karan M 15,Systems Engineer,1 (CAD Internship),Yes,"Attend tech webinars, Core project, mock interviews"
1626,Priya T 16,ML Engineer,1 (IoT Internship),No,"Attend tech webinars, Contribute to open source"
1627,Ankit S 15,Product Designer,1 (IoT Internship),Yes,"Apply to research roles, Build capstone projects"
1628,Ravi S 13,AR/VR Developer,1 (IoT Internship),Yes,"Apply to research roles, Attend tech webinars"
1629,Ankit T 8,Web Developer,1 (Security Intern),Yes,"Build capstone projects, Core project, mock interviews"
1630,Ravi T 8,Systems Engineer,1 (Web Dev Intern),Yes,"Core project, mock interviews, LinkedIn optimization"
1631,Meera T 9,Cybersecurity Analyst,1 (AR Intern),No,"Attend tech webinars, Practice DSA, GitHub proj"
1632,Arjun M 9,Data Scientist,1 (AR Intern),Yes,"Apply to research roles, Certifications in relevant domain"
1633,Sneha R 16,Cloud Engineer,1 (CAD Internship),Yes,"Resume upgrade, hackathons, Portfolio enhancement"
1634,Meera T 10,AI Researcher,1 (Security Intern),Yes,"Certifications in relevant domain, Contribute to open source"
1635,Aisha K 12,Embedded Engineer,"2 (Research, Dev)",Yes,"LinkedIn optimization, Build capstone projects"
1636,Sneha M 9,Embedded Engineer,1 (Web Dev Intern),Yes,"Apply to research roles, Certifications in relevant domain"
1637,Aisha K 13,Cybersecurity Analyst,"2 (NLP, Vision)",Yes,"Core project, mock interviews, Attend tech webinars"
1638,Ankit K 17,Cloud Engineer,"2 (DevOps, Cloud)",Yes,"Portfolio enhancement, Practice DSA, GitHub proj"
1639,Rahul S 14,AI Researcher,"2 (DevOps, Cloud)",No,"Certifications in relevant domain, Resume upgrade, hackathons"
1640,Rahul R 13,Systems Engineer,1 (AR Intern),Yes,"Certifications in relevant domain, Core project, mock interviews"
1641,Ravi M 13,Product Designer,1 (Web Dev Intern),Yes,"Portfolio enhancement, Practice DSA, GitHub proj"
1642,Rahul M 25,Cloud Engineer,1 (Web Dev Intern),Yes,"Apply to research roles, LinkedIn optimization"
1643,Ravi T 9,Systems Engineer,"2 (DevOps, Cloud)",Yes,"Attend tech webinars, Practice DSA, GitHub proj"
1644,Priya K 15,Product Designer,"2 (NLP, Vision)",Yes,"Resume upgrade, hackathons, Contribute to open source"
1645,Divya S 12,Product Designer,1 (IoT Internship),Yes,"Resume upgrade, hackathons, Core project, mock interviews"
1646,Aisha R 21,AI Researcher,1 (IoT Internship),Yes,"Build capstone projects, Certifications in relevant domain"
1647,Meera S 14,Software Developer,1 (ML Intern),Yes,"Certifications in relevant domain, Contribute to open source"
1648,Arjun K 12,Data Scientist,1 (Security Intern),Yes,"LinkedIn optimization, Attend tech webinars"
1649,Ankit T 9,Web Developer,1 (CAD Internship),Yes,"Practice DSA, GitHub proj, Core project, mock interviews"
1650,Priya S 18,ML Engineer,1 (ML Intern),Yes,"Attend tech webinars, Resume upgrade, hackathons"
1651,Karan T 13,Web Developer,1 (CAD Internship),Yes,"Certifications in relevant domain, Core project, mock interviews"
1652,Sneha S 10,Product Designer,1 (Security Intern),Yes,"Resume upgrade, hackathons, Certifications in relevant domain"
1653,Meera R 14,Systems Engineer,1 (AR Intern),No,"Resume upgrade, hackathons, Practice DSA, GitHub proj"
1654,Arjun K 13,AI Researcher,1 (Security Intern),Yes,"Portfolio enhancement, Resume upgrade, hackathons"
1655,Ravi M 14,Embedded Engineer,"2 (NLP, Vision)",Yes,"Resume upgrade, hackathons, Certifications in relevant domain"
1656,Rahul M 26,Product Designer,1 (AR Intern),No,"Resume upgrade, hackathons, Portfolio enhancement"
1657,Arjun R 19,Cybersecurity Analyst,1 (AR Intern),Yes,"Certifications in relevant domain, Build capstone projects"
1658,Ankit K 18,Software Developer,"2 (NLP, Vision)",Yes,"Portfolio enhancement, LinkedIn optimization"
1659,Sneha T 17,AR/VR Developer,"2 (DevOps, Cloud)",No,"Build capstone projects, Contribute to open source"
1660,Priya T 17,DevOps Specialist,"2 (DevOps, Cloud)",No,"Attend tech webinars, Apply to research roles"
1661,Karan R 9,Software Developer,1 (CAD Internship),Yes,"LinkedIn optimization, Portfolio enhancement"
1662,Sneha M 10,Data Scientist,1 (ML Intern),Yes,"Contribute to open source, Attend tech webinars"
1663,Ravi M 15,Systems Engineer,1 (IoT Internship),Yes,"Certifications in relevant domain, Attend tech webinars"
1664,Ankit S 16,ML Engineer,1 (Web Dev Intern),No,"Apply to research roles, LinkedIn optimization"
1665,Ankit K 19,Cybersecurity Analyst,1 (Security Intern),No,"Portfolio enhancement, Practice DSA, GitHub proj"
1666,Arjun S 14,Cloud Engineer,"2 (Research, Dev)",Yes,"Apply to research roles, LinkedIn optimization"
1667,Divya M 13,Data Scientist,1 (Security Intern),Yes,"Core project, mock interviews, Resume upgrade, hackathons"
1668,Ravi T 10,DevOps Specialist,1 (IoT Internship),Yes,"Attend tech webinars, Contribute to open source"
1669,Priya K 16,Software Developer,"2 (Research, Dev)",Yes,"Attend tech webinars, Practice DSA, GitHub proj"
1670,Priya T 18,Systems Engineer,1 (CAD Internship),Yes,"Contribute to open source, Apply to research roles"
1671,Karan R 10,Cloud Engineer,1 (Web Dev Intern),No,"Practice DSA, GitHub proj, Certifications in relevant domain"
1672,Aisha R 22,Systems Engineer,"2 (Research, Dev)",No,"Certifications in relevant domain, Build capstone projects"
1673,Priya K 17,AI Researcher,1 (ML Intern),No,"Practice DSA, GitHub proj, Attend tech webinars"
1674,Aisha K 14,Data Scientist,"2 (DevOps, Cloud)",No,"Build capstone projects, Contribute to open source"
1675,Arjun M 10,Cloud Engineer,1 (AR Intern),Yes,"Apply to research roles, Resume upgrade, hackathons"
1676,Divya M 14,Web Developer,1 (CAD Internship),No,"Build capstone projects, LinkedIn optimization"
1677,Priya K 18,Data Scientist,"2 (NLP, Vision)",Yes,"Certifications in relevant domain, Practice DSA, GitHub proj"
1678,Ravi T 11,AI Researcher,1 (ML Intern),Yes,"LinkedIn optimization, Attend tech webinars"
1679,Rahul T 16,DevOps Specialist,1 (ML Intern),Yes,"Apply to research roles, Contribute to open source"
1680,Karan K 17,DevOps Specialist,1 (ML Intern),Yes,"Build capstone projects, Contribute to open source"
1681,Karan S 16,Software Developer,1 (CAD Internship),No,"Contribute to open source, Resume upgrade, hackathons"
1682,Arjun K 14,AR/VR Developer,1 (IoT Internship),No,"Contribute to open source, Build capstone projects"
1683,Ankit K 20,Product Designer,1 (Web Dev Intern),Yes,"Contribute to open source, Resume upgrade, hackathons"
1684,Sneha R 17,Product Designer,1 (ML Intern),No,"Build capstone projects, Practice DSA, GitHub proj"
1685,Ravi K 15,DevOps Specialist,None,No,"Contribute to open source, LinkedIn optimization"
1686,Aisha R 23,Embedded Engineer,1 (Security Intern),Yes,"Practice DSA, GitHub proj, Apply to research roles"
1687,Ravi K 16,Web Developer,"2 (Research, Dev)",Yes,"Core project, mock interviews, Portfolio enhancement"
1688,Divya T 16,Software Developer,1 (AR Intern),Yes,"LinkedIn optimization, Resume upgrade, hackathons"
1689,Ravi K 17,AR/VR Developer,1 (CAD Internship),Yes,"Core project, mock interviews, Build capstone projects"
1690,Sneha K 12,AI Researcher,1 (CAD Internship),Yes,"Certifications in relevant domain, Build capstone projects"
1691,Rahul S 15,Product Designer,None,No,"Practice DSA, GitHub proj, Apply to research roles"
1692,Karan M 16,Cloud Engineer,"2 (DevOps, Cloud)",Yes,"Practice DSA, GitHub proj, Resume upgrade, hackathons"
1693,Ravi R 12,AI Researcher,1 (IoT Internship),Yes,"LinkedIn optimization, Portfolio enhancement"
1694,Aisha S 3,Software Developer,"2 (DevOps, Cloud)",Yes,"Contribute to open source, Core project, mock interviews"
1695,Arjun T 15,AR/VR Developer,1 (IoT Internship),Yes,"Certifications in relevant domain, Apply to research roles"
1696,Aisha R 24,Data Scientist,1 (ML Intern),Yes,"LinkedIn optimization, Portfolio enhancement"
1697,Rahul M 27,AR/VR Developer,"2 (DevOps, Cloud)",Yes,"Contribute to open source, Practice DSA, GitHub proj"
1698,Karan M 17,AI Researcher,1 (IoT Internship),Yes,"Build capstone projects, Certifications in relevant domain"
1699,Karan K 18,Software Developer,1 (IoT Internship),Yes,"Portfolio enhancement, Core project, mock interviews"
1700,Karan M 18,Cloud Engineer,1 (Security Intern),No,"Certifications in relevant domain, Attend tech webinars"
1701,Sneha S 11,Systems Engineer,1 (CAD Internship),Yes,"LinkedIn optimization, Build capstone projects"
1702,Arjun S 15,Web Developer,1 (Security Intern),Yes,"Practice DSA, GitHub proj, Certifications in relevant domain"
1703,Aisha R 25,Embedded Engineer,1 (AR Intern),Yes,"Portfolio enhancement, Contribute to open source"
1704,Rahul S 16,Embedded Engineer,1 (AR Intern),Yes,"Practice DSA, GitHub proj, Certifications in relevant domain"
1705,Rahul R 14,Product Designer,"2 (Research, Dev)",No,"Contribute to open source, Core project, mock interviews"
1706,Priya T 19,Cybersecurity Analyst,1 (ML Intern),Yes,"Attend tech webinars, Contribute to open source"
1707,Divya K 11,Data Scientist,1 (Security Intern),Yes,"Resume upgrade, hackathons, LinkedIn optimization"
1708,Ravi R 13,Data Scientist,1 (Security Intern),No,"Attend tech webinars, Contribute to open source"
1709,Meera R 15,Product Designer,1 (AR Intern),Yes,"Practice DSA, GitHub proj, Core project, mock interviews"
1710,Ankit M 16,AR/VR Developer,None,No,"Practice DSA, GitHub proj, Attend tech webinars"
1711,Sneha S 12,Software Developer,"2 (DevOps, Cloud)",No,"Portfolio enhancement, Contribute to open source"
1712,Divya K 12,Systems Engineer,1 (CAD Internship),Yes,"Portfolio enhancement, LinkedIn optimization"
1713,Aisha M 12,DevOps Specialist,1 (CAD Internship),No,"Certifications in relevant domain, Practice DSA, GitHub proj"
1714,Sneha K 13,Cybersecurity Analyst,1 (ML Intern),No,"Portfolio enhancement, Core project, mock interviews"
1715,Priya R 13,Data Scientist,"2 (DevOps, Cloud)",Yes,"Attend tech webinars, Resume upgrade, hackathons"
1716,Karan M 19,Product Designer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Certifications in relevant domain"
1717,Divya M 15,DevOps Specialist,1 (Web Dev Intern),Yes,"Build capstone projects, LinkedIn optimization"
1718,Arjun K 15,Data Scientist,None,No,"Contribute to open source, Certifications in relevant domain"
1719,Aisha T 10,Web Developer,"2 (Research, Dev)",No,"Certifications in relevant domain, Apply to research roles"
1720,Meera K 10,Data Scientist,"2 (DevOps, Cloud)",Yes,"Core project, mock interviews, LinkedIn optimization"
1721,Ravi M 16,Cloud Engineer,1 (ML Intern),No,"Apply to research roles, Portfolio enhancement"
1722,Aisha R 26,Software Developer,"2 (Research, Dev)",Yes,"LinkedIn optimization, Apply to research roles"
1723,Sneha K 14,Cybersecurity Analyst,"2 (DevOps, Cloud)",Yes,"Build capstone projects, Core project, mock interviews"
1724,Sneha R 18,Data Scientist,None,No,"LinkedIn optimization, Build capstone projects"
1725,Ankit R 18,Embedded Engineer,1 (Web Dev Intern),Yes,"Attend tech webinars, Apply to research roles"
1726,Ravi T 12,ML Engineer,1 (IoT Internship),Yes,"Contribute to open source, Resume upgrade, hackathons"
1727,Ankit S 17,Cybersecurity Analyst,1 (Web Dev Intern),Yes,"Contribute to open source, Build capstone projects"
1728,Ravi T 13,ML Engineer,1 (AR Intern),Yes,"Apply to research roles, Resume upgrade, hackathons"
1729,Priya K 19,Software Developer,1 (IoT Internship),No,"Practice DSA, GitHub proj, Portfolio enhancement"
1730,Meera T 11,DevOps Specialist,1 (Security Intern),Yes,"Certifications in relevant domain, Contribute to open source"
1731,Rahul M 28,Data Scientist,"2 (Research, Dev)",Yes,"Apply to research roles, Core project, mock interviews"
1732,Divya M 16,Systems Engineer,1 (Web Dev Intern),Yes,"Build capstone projects, Apply to research roles"
1733,Aisha M 13,Cybersecurity Analyst,1 (Security Intern),Yes,"Resume upgrade, hackathons, Core project, mock interviews"
1734,Divya M 17,AR/VR Developer,None,No,"Contribute to open source, Attend tech webinars"
1735,Sneha S 13,Cybersecurity Analyst,1 (ML Intern),Yes,"Build capstone projects, Contribute to open source"
1736,Meera M 14,Systems Engineer,1 (Security Intern),Yes,"Core project, mock interviews, Contribute to open source"
1737,Meera M 15,Data Scientist,None,No,"Practice DSA, GitHub proj, Certifications in relevant domain"
1738,Ravi R 14,Cloud Engineer,1 (Security Intern),Yes,"Core project, mock interviews, Practice DSA, GitHub proj"
1739,Sneha R 19,Web Developer,1 (IoT Internship),Yes,"Attend tech webinars, Resume upgrade, hackathons"
1740,Sneha K 15,Web Developer,"2 (Research, Dev)",No,"Build capstone projects, Certifications in relevant domain"
1741,Meera K 11,Cloud Engineer,1 (AR Intern),Yes,"Contribute to open source, Certifications in relevant domain"
1742,Meera S 15,AI Researcher,None,No,"Certifications in relevant domain, Portfolio enhancement"
1743,Sneha K 16,Software Developer,"2 (DevOps, Cloud)",Yes,"Portfolio enhancement, Contribute to open source"
1744,Meera M 16,Cloud Engineer,"2 (Research, Dev)",Yes,"Build capstone projects, Core project, mock interviews"
1745,Divya R 12,Product Designer,1 (Web Dev Intern),Yes,"Contribute to open source, Resume upgrade, hackathons"
1746,Ankit S 18,Data Scientist,1 (ML Intern),Yes,"Portfolio enhancement, Resume upgrade, hackathons"
1747,Sneha K 17,Cybersecurity Analyst,1 (Security Intern),Yes,"Core project, mock interviews, Apply to research roles"
1748,Karan K 19,AR/VR Developer,1 (Web Dev Intern),No,"LinkedIn optimization, Certifications in relevant domain"
1749,Karan R 11,Software Developer,1 (Security Intern),No,"Attend tech webinars, Practice DSA, GitHub proj"
1750,Sneha K 18,AR/VR Developer,1 (IoT Internship),Yes,"Build capstone projects, Contribute to open source"
1751,Ankit S 19,Data Scientist,1 (ML Intern),No,"Attend tech webinars, Apply to research roles"
1752,Ankit S 20,Embedded Engineer,"2 (Research, Dev)",No,"Certifications in relevant domain, Apply to research roles"
1753,Ankit M 17,Systems Engineer,None,No,"Portfolio enhancement, Contribute to open source"
1754,Meera T 12,AI Researcher,"2 (NLP, Vision)",Yes,"Build capstone projects, Portfolio enhancement"
1755,Divya T 17,Product Designer,"2 (NLP, Vision)",No,"Attend tech webinars, Resume upgrade, hackathons"
1756,Priya R 14,Cloud Engineer,None,No,"Contribute to open source, Portfolio enhancement"
1757,Arjun K 16,Cloud Engineer,1 (Web Dev Intern),Yes,"Build capstone projects, Attend tech webinars"
1758,Sneha T 18,Cybersecurity Analyst,"2 (Research, Dev)",No,"Practice DSA, GitHub proj, Contribute to open source"
1759,Divya M 18,Product Designer,None,No,"Apply to research roles, Certifications in relevant domain"
1760,Karan T 14,ML Engineer,1 (AR Intern),Yes,"Portfolio enhancement, Practice DSA, GitHub proj"
1761,Divya R 13,Cloud Engineer,1 (Web Dev Intern),Yes,"Core project, mock interviews, LinkedIn optimization"
1762,Arjun R 20,DevOps Specialist,1 (Security Intern),Yes,"Core project, mock interviews, Build capstone projects"
1763,Divya M 19,AI Researcher,1 (ML Intern),Yes,"Attend tech webinars, Core project, mock interviews"
1764,Ankit T 10,Cybersecurity Analyst,1 (AR Intern),Yes,"Build capstone projects, Contribute to open source"
1765,Ankit T 11,Cybersecurity Analyst,1 (Security Intern),Yes,"Core project, mock interviews, Apply to research roles"
1766,Rahul K 12,Product Designer,"2 (Research, Dev)",Yes,"Core project, mock interviews, Certifications in relevant domain"
1767,Ravi R 15,Product Designer,1 (AR Intern),No,"Core project, mock interviews, Practice DSA, GitHub proj"
1768,Meera M 17,DevOps Specialist,"2 (DevOps, Cloud)",No,"Build capstone projects, LinkedIn optimization"
1769,Karan R 12,AR/VR Developer,1 (Security Intern),Yes,"LinkedIn optimization, Resume upgrade, hackathons"
1770,Arjun R 21,Product Designer,1 (Security Intern),Yes,"LinkedIn optimization, Contribute to open source"
1771,Arjun R 22,Product Designer,"2 (NLP, Vision)",Yes,"Resume upgrade, hackathons, Core project, mock interviews"
1772,Sneha T 19,Systems Engineer,1 (CAD Internship),No,"LinkedIn optimization, Attend tech webinars"
1773,Aisha T 11,Cloud Engineer,"2 (DevOps, Cloud)",No,"Build capstone projects, LinkedIn optimization"
1774,Aisha R 27,AI Researcher,"2 (Research, Dev)",No,"Portfolio enhancement, Certifications in relevant domain"
1775,Ankit S 21,Cybersecurity Analyst,1 (CAD Internship),No,"Attend tech webinars, LinkedIn optimization"
1776,Arjun K 17,AR/VR Developer,None,No,"Apply to research roles, Build capstone projects"
1777,Karan K 20,ML Engineer,1 (AR Intern),Yes,"Portfolio enhancement, Core project, mock interviews"
1778,Aisha S 4,Cloud Engineer,1 (ML Intern),No,"Practice DSA, GitHub proj, Core project, mock interviews"
1779,Ravi R 16,Systems Engineer,1 (IoT Internship),Yes,"LinkedIn optimization, Build capstone projects"
1780,Sneha T 20,Software Developer,"2 (NLP, Vision)",Yes,"Build capstone projects, Attend tech webinars"
1781,Sneha T 21,DevOps Specialist,1 (IoT Internship),No,"Build capstone projects, Attend tech webinars"
1782,Aisha M 14,Cybersecurity Analyst,1 (IoT Internship),No,"LinkedIn optimization, Certifications in relevant domain"
1783,Karan T 15,Software Developer,"2 (NLP, Vision)",Yes,"Build capstone projects, Attend tech webinars"
1784,Sneha K 19,Data Scientist,1 (AR Intern),Yes,"Apply to research roles, Certifications in relevant domain"
1785,Rahul R 15,Embedded Engineer,1 (IoT Internship),No,"Apply to research roles, Contribute to open source"
1786,Aisha M 15,Cybersecurity Analyst,1 (IoT Internship),No,"Build capstone projects, Apply to research roles"
1787,Arjun R 23,Web Developer,1 (ML Intern),No,"Resume upgrade, hackathons, Build capstone projects"
1788,Divya S 13,Cybersecurity Analyst,1 (ML Intern),No,"Practice DSA, GitHub proj, Apply to research roles"
1789,Ravi S 14,AR/VR Developer,1 (ML Intern),No,"Build capstone projects, Attend tech webinars"
1790,Meera R 16,DevOps Specialist,1 (Web Dev Intern),Yes,"Attend tech webinars, Resume upgrade, hackathons"
1791,Ravi T 14,DevOps Specialist,1 (Security Intern),Yes,"Certifications in relevant domain, Build capstone projects"
1792,Sneha R 20,AR/VR Developer,"2 (NLP, Vision)",No,"Portfolio enhancement, Attend tech webinars"
1793,Aisha K 15,Web Developer,1 (Security Intern),No,"Contribute to open source, Portfolio enhancement"
1794,Divya M 20,AR/VR Developer,1 (AR Intern),Yes,"Contribute to open source, Certifications in relevant domain"
1795,Aisha R 28,ML Engineer,1 (ML Intern),Yes,"Core project, mock interviews, Resume upgrade, hackathons"
1796,Meera S 16,AR/VR Developer,1 (IoT Internship),Yes,"Portfolio enhancement, Resume upgrade, hackathons"
1797,Rahul R 16,DevOps Specialist,1 (Web Dev Intern),No,"Resume upgrade, hackathons, Attend tech webinars"
1798,Arjun K 18,Product Designer,1 (ML Intern),Yes,"Contribute to open source, Practice DSA, GitHub proj"
1799,Meera R 17,Web Developer,1 (Web Dev Intern),Yes,"Attend tech webinars, Build capstone projects"
1800,Aisha R 29,ML Engineer,"2 (DevOps, Cloud)",Yes,"Contribute to open source, Apply to research roles"
1801,Aisha S 5,Cybersecurity Analyst,"2 (NLP, Vision)",No,"Attend tech webinars, Apply to research roles"
1802,Ankit K 21,AI Researcher,1 (ML Intern),No,"Core project, mock interviews, Resume upgrade, hackathons"
1803,Karan S 17,Web Developer,1 (ML Intern),Yes,"Core project, mock interviews, LinkedIn optimization"
1804,Aisha K 16,ML Engineer,1 (IoT Internship),No,"Attend tech webinars, Resume upgrade, hackathons"
1805,Sneha R 21,AI Researcher,1 (CAD Internship),Yes,"Core project, mock interviews, Apply to research roles"
1806,Arjun K 19,ML Engineer,1 (Security Intern),Yes,"Contribute to open source, Apply to research roles"
1807,Karan K 21,Web Developer,1 (IoT Internship),Yes,"Certifications in relevant domain, Resume upgrade, hackathons"
1808,Karan S 18,Embedded Engineer,1 (CAD Internship),Yes,"Apply to research roles, Attend tech webinars"
1809,Sneha K 20,Data Scientist,"2 (Research, Dev)",Yes,"LinkedIn optimization, Contribute to open source"
1810,Ankit K 22,Product Designer,1 (AR Intern),No,"Practice DSA, GitHub proj, Build capstone projects"
1811,Aisha S 6,Web Developer,None,No,"Contribute to open source, Practice DSA, GitHub proj"
1812,Arjun T 16,Cybersecurity Analyst,1 (CAD Internship),No,"Core project, mock interviews, Apply to research roles"
1813,Sneha S 14,Systems Engineer,"2 (Research, Dev)",Yes,"Resume upgrade, hackathons, Contribute to open source"
1814,Aisha M 16,DevOps Specialist,1 (Web Dev Intern),Yes,"Attend tech webinars, Portfolio enhancement"
1815,Ravi R 17,AR/VR Developer,"2 (Research, Dev)",Yes,"Practice DSA, GitHub proj, Attend tech webinars"
1816,Arjun K 20,Web Developer,1 (AR Intern),No,"Contribute to open source, Practice DSA, GitHub proj"
1817,Priya R 15,Systems Engineer,1 (CAD Internship),Yes,"Portfolio enhancement, Resume upgrade, hackathons"
1818,Arjun K 21,AR/VR Developer,1 (ML Intern),Yes,"Core project, mock interviews, Apply to research roles"
1819,Arjun M 11,AI Researcher,1 (ML Intern),Yes,"Attend tech webinars, Apply to research roles"
1820,Sneha R 22,AI Researcher,1 (AR Intern),No,"Apply to research roles, Portfolio enhancement"
1821,Arjun R 24,Cloud Engineer,1 (Web Dev Intern),No,"Certifications in relevant domain, Portfolio enhancement"
1822,Aisha K 17,Data Scientist,None,No,"Attend tech webinars, Core project, mock interviews"
1823,Aisha K 18,Cybersecurity Analyst,"2 (Research, Dev)",Yes,"Attend tech webinars, Apply to research roles"
1824,Ankit M 18,Cloud Engineer,None,No,"Practice DSA, GitHub proj, Apply to research roles"
1825,Aisha K 19,ML Engineer,1 (IoT Internship),Yes,"LinkedIn optimization, Contribute to open source"
1826,Rahul R 17,AI Researcher,1 (Web Dev Intern),No,"Resume upgrade, hackathons, Attend tech webinars"
1827,Karan M 20,Cybersecurity Analyst,1 (IoT Internship),Yes,"Apply to research roles, Portfolio enhancement"
1828,Meera T 13,AI Researcher,1 (AR Intern),Yes,"Practice DSA, GitHub proj, Contribute to open source"
1829,Priya T 20,Cloud Engineer,1 (CAD Internship),Yes,"Portfolio enhancement, Core project, mock interviews"
1830,Priya T 21,Systems Engineer,"2 (Research, Dev)",Yes,"Resume upgrade, hackathons, LinkedIn optimization"
1831,Divya M 21,Product Designer,1 (IoT Internship),Yes,"Apply to research roles, Core project, mock interviews"
1832,Arjun S 16,AR/VR Developer,"2 (NLP, Vision)",Yes,"LinkedIn optimization, Resume upgrade, hackathons"
1833,Ankit R 19,Embedded Engineer,1 (ML Intern),No,"Contribute to open source, Attend tech webinars"
1834,Sneha M 11,Data Scientist,1 (IoT Internship),Yes,"LinkedIn optimization, Portfolio enhancement"
