student_id,name,weak_subjects,strengths,recommended_actions,recent_progress
1743,Sneha K 16,Dynamics,"Embedded, ML",Attend tutoring sessions,Stable
1744,Meera M 16,CN,"CN, Signal Systems",Take mock tests,Improving
1745,Divya R 12,CN,"CN, Web Dev",Improve time management,Improving
1746,Ankit S 18,"EM Theory, DBMS","Surveying, Machines",Focus on weak topics,Improving
1747,Sneha K 17,Stats,"EM Theory, DL",Use online resources,Declining
1748,Karan K 19,Structural,"Web Dev, EM Theory",Revise theoretical concepts,Declining
1749,Karan R 11,Surveying,"Math, Python",Simulate real problems,Improving
1750,Sneha K 18,Surveying,"Data Mining, Java",Revise theoretical concepts,Improving
1751,Ankit S 19,"Math, DBMS","Surveying, AI",Simulate real problems,Improving
1752,Ankit S 20,EM Theory,"ML, Machines",Take mock tests,Stable
1753,Ankit M 17,"Networking, Thermo","Fluid Mech, Dynamics",Use online resources,Needs attention
1754,Meera T 12,EM Theory,"Power Systems, Math",Join peer study groups,Improving
1755,Divya T 17,"Networking, Signal Systems","RL, Digital Logic",Join peer study groups,Stable
1756,Priya R 14,Digital Logic,"Structural, DBMS",Revise theoretical concepts,Improving
1757,Arjun K 16,ML,"Concrete Tech, Machines",Attend tutoring sessions,Improving
1758,Sneha T 18,Stats,"Power Systems, Fluid Mech",Take mock tests,Stable
1759,Divya M 18,"AI, DSA","Python, Control",Practice regularly,Stable
1760,Karan T 14,"Machines, VLSI","Data Mining, Digital Logic",Improve time management,Declining
1761,Divya R 13,"DBMS, ML","CAD, Stats",Simulate real problems,Needs attention
1762,Arjun R 20,Java,"CAD, CN",Practice regularly,Declining
1763,Divya M 19,"Security, DL","Machines, RL",Take mock tests,Needs attention
1764,Ankit T 10,DL,"VLSI, Control",Simulate real problems,Declining
1765,Ankit T 11,"Mechatronics, Machines","Power Systems, Concrete Tech",Use online resources,Stable
1766,Rahul K 12,"Data Mining, AI","Structural, Data Mining",Focus on weak topics,Declining
1767,Ravi R 15,Fluid Mech,"Java, Mechatronics",Attend tutoring sessions,Improving
1768,Meera M 17,"Python, Dynamics","Fluid Mech, Web Dev",Improve time management,Stable
1769,Karan R 12,"RL, Networking","Concrete Tech, Structural",Practice regularly,Stable
1770,Arjun R 21,Networking,"Web Dev, Fluid Mech",Simulate real problems,Declining
1771,Arjun R 22,Control,"Surveying, Fluid Mech",Practice regularly,Declining
1772,Sneha T 19,RL,"Java, DSA",Attend workshops,Improving
1773,Aisha T 11,DBMS,"Data Mining, DL",Take mock tests,Improving
1774,Aisha R 27,Thermo,"Mechatronics, VLSI",Focus on weak topics,Improving
1775,Ankit S 21,Dynamics,"Surveying, DL",Simulate real problems,Needs attention
1776,Arjun K 17,DBMS,"DBMS, Thermo",Take mock tests,Needs attention
1777,Karan K 20,CN,"Surveying, Dynamics",Join peer study groups,Stable
1778,Aisha S 4,OS,"Geotech, Networking",Attend tutoring sessions,Declining
1779,Ravi R 16,"Embedded, Machines","VLSI, Security",Use online resources,Stable
1780,Sneha T 20,OS,"OS, Control",Attend workshops,Needs attention
1781,Sneha T 21,Java,"Python, Machines",Use online resources,Stable
1782,Aisha M 14,DL,"NLP, Data Mining",Join peer study groups,Improving
1783,Karan T 15,Math,"Machines, Signal Systems",Improve time management,Declining
1784,Sneha K 19,"Power Systems, CAD","Java, Embedded",Take mock tests,Improving
1785,Rahul R 15,"Surveying, ML","VLSI, Embedded",Revise theoretical concepts,Improving
1786,Aisha M 15,"Circuits, RL","Java, Mechatronics",Revise theoretical concepts,Needs attention
1787,Arjun R 23,"Fluid Mech, RL","Machines, Circuits",Practice regularly,Needs attention
1788,Divya S 13,"Security, Surveying","Stats, Machines",Join peer study groups,Stable
1789,Ravi S 14,"AI, Geotech","Fluid Mech, ML",Attend workshops,Needs attention
1790,Meera R 16,"Power Systems, Stats","DSA, Geotech",Simulate real problems,Improving
1791,Ravi T 14,"ML, CN","EM Theory, Thermo",Use online resources,Improving
1792,Sneha R 20,NLP,"DL, Surveying",Improve time management,Stable
1793,Aisha K 15,Dynamics,"DBMS, DSA",Use online resources,Declining
1794,Divya M 20,Python,"Structural, OS",Attend tutoring sessions,Needs attention
1795,Aisha R 28,"Security, Concrete Tech","AI, Digital Logic",Attend tutoring sessions,Declining
1796,Meera S 16,Thermo,"Dynamics, Mechatronics",Practice regularly,Declining
1797,Rahul R 16,"Mechatronics, CN","Circuits, CAD",Focus on weak topics,Stable
1798,Arjun K 18,Structural,"Circuits, ML",Improve time management,Declining
1799,Meera R 17,Stats,"Power Systems, Signal Systems",Practice regularly,Needs attention
1800,Aisha R 29,"AI, Thermo","Dynamics, Mechatronics",Simulate real problems,Improving
1801,Aisha S 5,Thermo,"Surveying, ML",Attend workshops,Needs attention
1802,Ankit K 21,"Networking, Dynamics","Circuits, Java",Join peer study groups,Improving
1803,Karan S 17,ML,"CN, Embedded",Take mock tests,Stable
1804,Aisha K 16,Signal Systems,"Stats, Signal Systems",Use online resources,Stable
1805,Sneha R 21,DL,"OS, Web Dev",Join peer study groups,Needs attention
1806,Arjun K 19,"Geotech, Machines","RL, Control",Use online resources,Needs attention
1807,Karan K 21,"Power Systems, EM Theory","DSA, Stats",Improve time management,Needs attention
1808,Karan S 18,"OS, CAD","Structural, NLP",Revise theoretical concepts,Declining
1809,Sneha K 20,Power Systems,"Security, Java",Practice regularly,Stable
1810,Ankit K 22,"Control, EM Theory","Web Dev, EM Theory",Practice regularly,Declining
1811,Aisha S 6,"Python, DSA","Circuits, Embedded",Join peer study groups,Needs attention
1812,Arjun T 16,CN,"Structural, CAD",Take mock tests,Stable
1813,Sneha S 14,Math,"RL, DSA",Focus on weak topics,Needs attention
1814,Aisha M 16,"NLP, AI","Security, Geotech",Improve time management,Declining
1815,Ravi R 17,DSA,"Thermo, Structural",Attend workshops,Needs attention
1816,Arjun K 20,"VLSI, CN","DSA, Math",Simulate real problems,Declining
1817,Priya R 15,Stats,"CAD, ML",Practice regularly,Declining
1818,Arjun K 21,Web Dev,"Networking, OS",Attend tutoring sessions,Improving
1819,Arjun M 11,ML,"Fluid Mech, CAD",Improve time management,Needs attention
1820,Sneha R 22,Thermo,"Stats, Thermo",Improve time management,Needs attention
1821,Arjun R 24,"Geotech, CAD","Fluid Mech, Dynamics",Revise theoretical concepts,Needs attention
1822,Aisha K 17,"Circuits, Structural","Digital Logic, Control",Join peer study groups,Declining
1823,Aisha K 18,Web Dev,"Stats, Mechatronics",Attend tutoring sessions,Improving
1824,Ankit M 18,"Data Mining, Control","Security, Circuits",Revise theoretical concepts,Declining
1825,Aisha K 19,"Java, Mechatronics","Dynamics, Embedded",Practice regularly,Improving
1826,Rahul R 17,"Concrete Tech, Networking","Power Systems, VLSI",Attend tutoring sessions,Improving
1827,Karan M 20,Structural,"Surveying, DL",Improve time management,Stable
1828,Meera T 13,Fluid Mech,"Web Dev, DSA",Improve time management,Improving
1829,Priya T 20,"Concrete Tech, Geotech","Web Dev, Mechatronics",Join peer study groups,Stable
1830,Priya T 21,OS,"Control, VLSI",Take mock tests,Stable
1831,Divya M 21,"DSA, Structural","OS, Circuits",Use online resources,Improving
1832,Arjun S 16,CAD,"Web Dev, RL",Use online resources,Stable
1833,Ankit R 19,"CAD, Networking","Math, Networking",Revise theoretical concepts,Improving
1834,Sneha M 11,"Machines, Networking","Surveying, OS",Focus on weak topics,Stable
1835,Divya T 18,DL,"CAD, Mechatronics",Simulate real problems,Stable
1836,Priya K 20,"Thermo, Fluid Mech","Control, NLP",Practice regularly,Improving
1837,Divya R 14,Control,"Networking, AI",Focus on weak topics,Improving
1838,Aisha S 7,"DBMS, Python","Power Systems, Embedded",Revise theoretical concepts,Improving
1839,Rahul S 17,Control,"Mechatronics, EM Theory",Use online resources,Improving
1840,Aisha M 17,"CAD, Java","EM Theory, DBMS",Practice regularly,Improving
1841,Meera T 14,"DSA, Geotech","Power Systems, Signal Systems",Use online resources,Improving
1842,Karan R 13,"Circuits, Concrete Tech","VLSI, Thermo",Attend workshops,Stable
1843,Sneha K 21,Circuits,"Math, Fluid Mech",Practice regularly,Declining
1844,Sneha T 22,Thermo,"DBMS, Mechatronics",Revise theoretical concepts,Improving
1845,Rahul S 18,"Digital Logic, Networking","Mechatronics, OS",Attend tutoring sessions,Improving
1846,Divya M 22,Networking,"Digital Logic, DL",Simulate real problems,Improving
1847,Sneha S 15,Circuits,"Signal Systems, DL",Revise theoretical concepts,Stable
1848,Arjun R 25,Java,"Dynamics, CAD",Simulate real problems,Improving
1849,Sneha M 12,"Signal Systems, DL","Signal Systems, Geotech",Practice regularly,Needs attention
1850,Rahul R 18,Dynamics,"Structural, Data Mining",Practice regularly,Declining
1851,Karan K 22,"Embedded, Security","OS, ML",Join peer study groups,Declining
1852,Divya R 15,Machines,"NLP, VLSI",Attend workshops,Improving
1853,Meera M 18,"VLSI, EM Theory","OS, Embedded",Attend workshops,Declining
1854,Ravi T 15,DL,"RL, Control",Simulate real problems,Declining
1855,Arjun K 22,Embedded,"ML, Power Systems",Attend tutoring sessions,Improving
1856,Rahul K 13,Python,"Signal Systems, Java",Join peer study groups,Declining
1857,Aisha R 30,Power Systems,"Python, Math",Revise theoretical concepts,Improving
1858,Divya T 19,Java,"Java, Circuits",Attend workshops,Improving
1859,Divya M 23,Networking,"EM Theory, CAD",Join peer study groups,Stable
1860,Ankit T 12,DL,"Surveying, Mechatronics",Attend workshops,Improving
1861,Ankit M 19,DBMS,"Surveying, Structural",Simulate real problems,Stable
1862,Ravi R 18,Surveying,"Mechatronics, Dynamics",Simulate real problems,Declining
1863,Meera M 19,Digital Logic,"Data Mining, Web Dev",Attend tutoring sessions,Improving
1864,Sneha T 23,"Digital Logic, Control","Structural, Networking",Join peer study groups,Improving
1865,Priya T 22,"CN, Fluid Mech","DSA, DBMS",Improve time management,Improving
1866,Arjun M 12,"Fluid Mech, CAD","CN, Geotech",Revise theoretical concepts,Declining
1867,Divya R 16,Mechatronics,"DBMS, Digital Logic",Take mock tests,Stable
1868,Sneha S 16,OS,"Thermo, VLSI",Simulate real problems,Improving
1869,Divya R 17,Control,"Fluid Mech, Digital Logic",Attend workshops,Needs attention
1870,Ankit S 22,"CAD, Java","RL, Python",Take mock tests,Stable
1871,Meera R 18,DL,"Structural, Security",Attend workshops,Improving
1872,Divya S 14,"Math, Stats","Java, Dynamics",Take mock tests,Declining
1873,Rahul M 29,"Power Systems, Security","Java, ML",Simulate real problems,Improving
1874,Arjun M 13,Security,"DL, CN",Join peer study groups,Stable
1875,Priya R 16,Stats,"Python, Control",Revise theoretical concepts,Improving
1876,Ankit T 13,"Dynamics, Data Mining","CAD, Dynamics",Attend workshops,Needs attention
1877,Sneha R 23,"Stats, Concrete Tech","Java, DBMS",Revise theoretical concepts,Improving
1878,Arjun T 17,Thermo,"DSA, Geotech",Join peer study groups,Improving
1879,Arjun R 26,Math,"Structural, EM Theory",Attend workshops,Declining
1880,Karan M 21,"ML, CAD","Security, Stats",Use online resources,Declining
1881,Meera T 15,"CN, Signal Systems","Java, Machines",Attend tutoring sessions,Stable
1882,Arjun R 27,DL,"Security, Fluid Mech",Join peer study groups,Needs attention
1883,Divya T 20,DL,"Thermo, AI",Practice regularly,Needs attention
1884,Sneha K 22,VLSI,"Security, Mechatronics",Simulate real problems,Improving
1885,Rahul R 19,Signal Systems,"CN, Concrete Tech",Join peer study groups,Improving
1886,Divya S 15,"RL, CAD","Security, Dynamics",Focus on weak topics,Improving
1887,Arjun K 23,"NLP, DL","OS, Stats",Revise theoretical concepts,Improving
1888,Meera K 12,Python,"DL, Networking",Join peer study groups,Stable
1889,Meera T 16,"Thermo, OS","AI, CN",Use online resources,Needs attention
1890,Ankit S 23,Machines,"Circuits, NLP",Join peer study groups,Improving
1891,Sneha K 23,"Control, RL","CAD, Structural",Focus on weak topics,Stable
1892,Sneha S 17,Embedded,"Digital Logic, Concrete Tech",Join peer study groups,Needs attention
1893,Rahul S 19,Structural,"Signal Systems, VLSI",Improve time management,Declining
1894,Sneha S 18,Power Systems,"Networking, Structural",Simulate real problems,Improving
1895,Ankit T 14,"AI, VLSI","AI, Math",Improve time management,Needs attention
1896,Sneha K 24,DL,"Machines, Control",Practice regularly,Stable
1897,Meera M 20,AI,"NLP, Concrete Tech",Attend tutoring sessions,Declining
1898,Arjun T 18,"Structural, EM Theory","CAD, Control",Join peer study groups,Declining
1899,Karan K 23,"Networking, Machines","CAD, Web Dev",Use online resources,Stable
1900,Divya K 13,"DSA, Power Systems","Structural, Networking",Simulate real problems,Declining
1901,Karan S 19,Signal Systems,"Circuits, Control",Join peer study groups,Stable
1902,Meera R 19,Fluid Mech,"ML, Data Mining",Focus on weak topics,Stable
1903,Divya T 21,"RL, Mechatronics","Surveying, Power Systems",Use online resources,Needs attention
1904,Meera K 13,"AI, Mechatronics","Math, CN",Improve time management,Stable
1905,Aisha K 20,"DSA, Python","Surveying, Java",Join peer study groups,Needs attention
1906,Rahul T 17,"CN, DBMS","DBMS, Security",Use online resources,Declining
1907,Aisha T 12,Surveying,"Java, Dynamics",Attend workshops,Declining
1908,Divya M 24,"RL, DBMS","Java, Circuits",Use online resources,Improving
1909,Divya T 22,Signal Systems,"ML, Digital Logic",Join peer study groups,Needs attention
1910,Meera R 20,"AI, RL","Math, Signal Systems",Simulate real problems,Improving
1911,Rahul S 20,"Math, RL","Signal Systems, Stats",Attend tutoring sessions,Needs attention
1912,Ravi S 15,Geotech,"Control, CAD",Revise theoretical concepts,Declining
1913,Meera S 17,"Geotech, Power Systems","CN, Geotech",Focus on weak topics,Declining
1914,Priya S 19,"ML, Power Systems","CAD, Thermo",Attend tutoring sessions,Improving
1915,Aisha S 8,"Digital Logic, EM Theory","Web Dev, DBMS",Take mock tests,Needs attention
1916,Ankit T 15,"Signal Systems, NLP","Concrete Tech, OS",Use online resources,Declining
1917,Ravi T 16,Web Dev,"Machines, Dynamics",Attend workshops,Stable
1918,Priya T 23,Control,"RL, DL",Simulate real problems,Needs attention
1919,Ankit K 23,Surveying,"Surveying, Fluid Mech",Attend workshops,Needs attention
1920,Divya R 18,Surveying,"Fluid Mech, Circuits",Take mock tests,Stable
1921,Priya M 11,AI,"Geotech, Surveying",Join peer study groups,Stable
1922,Rahul T 18,"Circuits, Networking","Circuits, Embedded",Focus on weak topics,Stable
1923,Ankit R 20,Data Mining,"Concrete Tech, Embedded",Improve time management,Needs attention
1924,Divya S 16,"OS, DL","Web Dev, Thermo",Focus on weak topics,Needs attention
1925,Priya K 21,"Web Dev, Geotech","Mechatronics, VLSI",Revise theoretical concepts,Improving
1926,Divya R 19,Digital Logic,"Signal Systems, CN",Join peer study groups,Declining
1927,Priya R 17,DSA,"Circuits, AI",Practice regularly,Declining
1928,Meera K 14,EM Theory,"Machines, Security",Join peer study groups,Declining
1929,Karan M 22,"Java, Digital Logic","CN, RL",Join peer study groups,Stable
1930,Arjun M 14,CN,"Networking, Security",Join peer study groups,Declining
1931,Ankit T 16,"DBMS, Embedded","Concrete Tech, Security",Practice regularly,Declining
1932,Sneha R 24,"RL, Embedded","CAD, Java",Take mock tests,Declining
1933,Priya K 22,Dynamics,"DL, CAD",Focus on weak topics,Stable
1934,Aisha K 21,"Signal Systems, Machines","DSA, Web Dev",Revise theoretical concepts,Stable
1935,Karan K 24,"Python, RL","OS, NLP",Use online resources,Stable
1936,Ankit T 17,Geotech,"Surveying, Web Dev",Attend tutoring sessions,Stable
1937,Ravi K 18,VLSI,"Geotech, DL",Focus on weak topics,Needs attention
1938,Ankit M 20,"Fluid Mech, Data Mining","CAD, Python",Simulate real problems,Needs attention
1939,Aisha R 31,Embedded,"VLSI, DL",Attend tutoring sessions,Improving
1940,Rahul T 19,"Concrete Tech, Java","AI, CAD",Improve time management,Stable
1941,Meera K 15,Java,"VLSI, Thermo",Attend workshops,Stable
1942,Ravi T 17,"Machines, Geotech","Structural, Dynamics",Focus on weak topics,Improving
1943,Priya K 23,"Machines, CAD","DSA, Digital Logic",Focus on weak topics,Stable
1944,Ravi K 19,"Dynamics, Signal Systems","DSA, DBMS",Join peer study groups,Stable
1945,Aisha R 32,"VLSI, Math","Machines, DL",Improve time management,Stable
1946,Priya T 24,Stats,"Circuits, EM Theory",Attend tutoring sessions,Improving
1947,Arjun K 24,"AI, Signal Systems","Control, Digital Logic",Use online resources,Improving
1948,Karan S 20,"Web Dev, DL","Data Mining, NLP",Focus on weak topics,Stable
1949,Divya R 20,"Python, Java","VLSI, Geotech",Take mock tests,Declining
1950,Ankit R 21,"RL, Java","CN, Control",Improve time management,Declining
1951,Sneha S 19,Signal Systems,"Power Systems, Machines",Use online resources,Stable
1952,Ankit R 22,"NLP, Networking","Fluid Mech, EM Theory",Join peer study groups,Improving
1953,Priya T 25,EM Theory,"CAD, Data Mining",Use online resources,Stable
1954,Ankit K 24,Power Systems,"NLP, Control",Simulate real problems,Needs attention
1955,Priya M 12,CN,"Java, AI",Simulate real problems,Needs attention
1956,Karan S 21,"Networking, Java","Control, Surveying",Use online resources,Declining
1957,Aisha R 33,"Python, DL","CN, Security",Attend tutoring sessions,Declining
1958,Ankit T 18,"Web Dev, VLSI","NLP, Surveying",Take mock tests,Improving
1959,Rahul S 21,Control,"DBMS, ML",Attend tutoring sessions,Improving
1960,Divya T 23,"Fluid Mech, Embedded","RL, DL",Attend tutoring sessions,Declining
1961,Divya T 24,"CN, Data Mining","VLSI, Dynamics",Take mock tests,Needs attention
1962,Arjun S 17,Thermo,"Web Dev, Python",Simulate real problems,Needs attention
1963,Divya M 25,Stats,"DSA, Concrete Tech",Take mock tests,Stable
1964,Karan S 22,RL,"Geotech, Web Dev",Focus on weak topics,Improving
1965,Arjun M 15,"Dynamics, Mechatronics","Web Dev, Dynamics",Attend tutoring sessions,Declining
1966,Ravi K 20,"Machines, DBMS","Structural, Concrete Tech",Revise theoretical concepts,Improving
1967,Karan S 23,"DSA, Power Systems","Digital Logic, Mechatronics",Revise theoretical concepts,Declining
1968,Priya M 13,"Mechatronics, Circuits","EM Theory, Networking",Improve time management,Needs attention
1969,Meera S 18,"Embedded, Circuits","ML, RL",Focus on weak topics,Stable
1970,Rahul K 14,ML,"Surveying, Stats",Attend tutoring sessions,Needs attention
1971,Aisha S 9,CN,"Geotech, NLP",Attend tutoring sessions,Needs attention
1972,Arjun R 28,Signal Systems,"EM Theory, Math",Attend workshops,Improving
1973,Karan T 16,"Digital Logic, Stats","OS, Python",Attend workshops,Stable
1974,Ravi M 17,"Concrete Tech, Fluid Mech","EM Theory, Mechatronics",Revise theoretical concepts,Needs attention
1975,Aisha T 13,RL,"DL, Dynamics",Practice regularly,Stable
1976,Aisha S 10,Machines,"EM Theory, Web Dev",Attend tutoring sessions,Declining
1977,Ravi M 18,"Digital Logic, Structural","Networking, DBMS",Revise theoretical concepts,Declining
1978,Sneha S 20,OS,"Web Dev, Digital Logic",Join peer study groups,Stable
1979,Karan R 14,Control,"Geotech, CAD",Revise theoretical concepts,Improving
1980,Divya S 17,RL,"Surveying, Signal Systems",Simulate real problems,Declining
1981,Ravi T 18,"Mechatronics, DBMS","Control, NLP",Improve time management,Declining
1982,Rahul M 30,"DSA, DBMS","Stats, VLSI",Practice regularly,Declining
1983,Arjun S 18,Math,"ML, Python",Practice regularly,Improving
1984,Aisha K 22,"Digital Logic, OS","AI, Data Mining",Use online resources,Needs attention
1985,Divya K 14,Networking,"NLP, RL",Focus on weak topics,Improving
1986,Rahul S 22,"Surveying, Java","Mechatronics, Data Mining",Use online resources,Stable
1987,Arjun K 25,Structural,"VLSI, Math",Take mock tests,Stable
1988,Sneha T 24,Dynamics,"Structural, Mechatronics",Improve time management,Stable
1989,Priya S 20,"Control, Data Mining","Signal Systems, Mechatronics",Use online resources,Improving
1990,Arjun K 26,Web Dev,"Stats, Fluid Mech",Attend workshops,Declining
1991,Meera T 17,"Security, Data Mining","Machines, Geotech",Join peer study groups,Needs attention
1992,Rahul S 23,Embedded,"DSA, Control",Simulate real problems,Needs attention
1993,Arjun R 29,"Python, DSA","Security, Circuits",Take mock tests,Declining
1994,Priya K 24,"Embedded, VLSI","Control, Networking",Focus on weak topics,Stable
1995,Ankit S 24,"Embedded, NLP","CAD, Structural",Take mock tests,Improving
1996,Priya K 25,"Circuits, AI","Signal Systems, CAD",Revise theoretical concepts,Declining
1997,Karan K 25,Java,"AI, Thermo",Use online resources,Needs attention
1998,Sneha K 25,"Surveying, Signal Systems","VLSI, Math",Attend workshops,Stable
1999,Ankit T 19,Data Mining,"Signal Systems, Security",Improve time management,Declining
2000,Arjun M 16,VLSI,"DL, Thermo",Focus on weak topics,Stable
2001,Karan R 15,AI,"OS, Networking",Join peer study groups,Improving
2002,Rahul T 20,Machines,"VLSI, NLP",Practice regularly,Stable
2003,Arjun T 19,"DBMS, Concrete Tech","DSA, Surveying",Use online resources,Declining
2004,Rahul S 24,DL,"Security, Digital Logic",Use online resources,Needs attention
2005,Karan R 16,DBMS,"EM Theory, DSA",Use online resources,Declining
2006,Ankit S 25,Java,"Data Mining, DL",Focus on weak topics,Improving
2007,Divya R 21,"Mechatronics, Digital Logic","DSA, Python",Practice regularly,Stable
2008,Sneha T 25,"VLSI, Concrete Tech","VLSI, OS",Focus on weak topics,Declining
2009,Divya T 25,Circuits,"Circuits, Signal Systems",Simulate real problems,Needs attention
2010,Karan S 24,Dynamics,"Thermo, EM Theory",Take mock tests,Declining
2011,Karan K 26,"Structural, Python","ML, CN",Join peer study groups,Needs attention
2012,Rahul T 21,Data Mining,"Fluid Mech, DBMS",Focus on weak topics,Declining
2013,Sneha R 25,"Embedded, Surveying","Signal Systems, Digital Logic",Join peer study groups,Improving
2014,Karan M 23,Surveying,"Math, CAD",Revise theoretical concepts,Improving
2015,Sneha M 13,"Signal Systems, DL","Digital Logic, DBMS",Practice regularly,Improving
2016,Karan T 17,OS,"Circuits, Structural",Revise theoretical concepts,Declining
2017,Arjun S 19,"Fluid Mech, Control","Mechatronics, NLP",Focus on weak topics,Needs attention
2018,Sneha M 14,Python,"Signal Systems, Structural",Join peer study groups,Declining
2019,Divya S 18,Machines,"Data Mining, Java",Simulate real problems,Needs attention
2020,Aisha T 14,"Dynamics, Structural","Data Mining, Thermo",Simulate real problems,Needs attention
2021,Ankit R 23,"Dynamics, ML","AI, Stats",Join peer study groups,Improving
2022,Arjun S 20,Signal Systems,"ML, Security",Practice regularly,Needs attention
2023,Priya M 14,Dynamics,"Control, Circuits",Improve time management,Needs attention
2024,Ravi S 16,"Networking, OS","Stats, Networking",Attend workshops,Improving
2025,Meera K 16,Web Dev,"Thermo, Networking",Simulate real problems,Improving
2026,Divya R 22,Fluid Mech,"CAD, Stats",Practice regularly,Needs attention
2027,Rahul M 31,"DBMS, EM Theory","Concrete Tech, Machines",Attend tutoring sessions,Needs attention
2028,Ravi S 17,"Geotech, Fluid Mech","Structural, Java",Attend tutoring sessions,Stable
2029,Meera T 18,"Embedded, Geotech","CN, Embedded",Join peer study groups,Needs attention
2030,Priya M 15,Web Dev,"Networking, Geotech",Practice regularly,Improving
2031,Divya R 23,"Power Systems, Geotech","CAD, Geotech",Simulate real problems,Needs attention
2032,Rahul T 22,Geotech,"Python, Mechatronics",Improve time management,Improving
2033,Divya K 15,"Mechatronics, CN","CN, Mechatronics",Attend tutoring sessions,Stable
2034,Karan T 18,NLP,"DL, Signal Systems",Simulate real problems,Improving
2035,Rahul K 15,Concrete Tech,"VLSI, Embedded",Focus on weak topics,Needs attention
2036,Aisha T 15,"Geotech, Dynamics","Embedded, Machines",Practice regularly,Improving
2037,Sneha M 15,DL,"EM Theory, Python",Use online resources,Stable
2038,Aisha M 18,DSA,"DSA, EM Theory",Simulate real problems,Improving
2039,Sneha S 21,"Web Dev, Machines","Networking, Digital Logic",Take mock tests,Improving
2040,Aisha K 23,"Data Mining, Thermo","Surveying, CN",Simulate real problems,Needs attention
2041,Rahul S 25,Web Dev,"CN, Networking",Take mock tests,Stable
2042,Aisha K 24,"Stats, Embedded","RL, VLSI",Take mock tests,Needs attention
2043,Ankit R 24,"Concrete Tech, Circuits","Web Dev, Structural",Join peer study groups,Stable
2044,Aisha K 25,"Concrete Tech, Stats","Control, DL",Use online resources,Needs attention
2045,Ankit K 25,Math,"DBMS, CAD",Take mock tests,Improving
2046,Meera T 19,Math,"Math, Thermo",Revise theoretical concepts,Stable
2047,Divya R 24,Networking,"Security, Thermo",Revise theoretical concepts,Stable
2048,Priya R 18,Signal Systems,"Math, Digital Logic",Revise theoretical concepts,Needs attention
2049,Ankit M 21,"Web Dev, Machines","Circuits, Geotech",Use online resources,Declining
2050,Divya T 26,"Control, CN","Concrete Tech, Surveying",Focus on weak topics,Declining
2051,Rahul T 23,"Mechatronics, Digital Logic","Dynamics, Math",Simulate real problems,Improving
2052,Aisha M 19,"OS, Thermo","Concrete Tech, Dynamics",Simulate real problems,Improving
2053,Sneha S 22,DL,"Signal Systems, VLSI",Join peer study groups,Needs attention
2054,Rahul T 24,Fluid Mech,"NLP, Dynamics",Practice regularly,Needs attention
2055,Ankit M 22,Thermo,"NLP, DBMS",Attend workshops,Needs attention
2056,Arjun M 17,"Structural, AI","CN, RL",Focus on weak topics,Needs attention
2057,Aisha T 16,Geotech,"Math, OS",Attend workshops,Needs attention
2058,Meera R 21,ML,"DSA, Concrete Tech",Join peer study groups,Needs attention
2059,Aisha T 17,"DSA, Surveying","CAD, Concrete Tech",Simulate real problems,Improving
2060,Rahul M 32,"AI, VLSI","CN, VLSI",Attend tutoring sessions,Needs attention
2061,Ravi T 19,"Surveying, Signal Systems","CAD, Networking",Use online resources,Needs attention
2062,Karan M 24,AI,"Dynamics, Control",Join peer study groups,Improving
2063,Rahul S 26,Python,"Control, RL",Revise theoretical concepts,Improving
2064,Divya T 27,"Embedded, NLP","DBMS, Stats",Use online resources,Needs attention
2065,Rahul S 27,Math,"Concrete Tech, Mechatronics",Attend workshops,Needs attention
2066,Rahul R 20,"Digital Logic, Circuits","ML, RL",Join peer study groups,Improving
2067,Meera T 20,"Python, Fluid Mech","Math, Web Dev",Attend workshops,Declining
2068,Ankit K 26,"Networking, OS","Surveying, Concrete Tech",Practice regularly,Declining
2069,Ravi R 19,Mechatronics,"Concrete Tech, Thermo",Revise theoretical concepts,Needs attention
2070,Rahul M 33,"DL, Digital Logic","Circuits, Web Dev",Attend workshops,Improving
2071,Sneha R 26,"Concrete Tech, AI","Dynamics, Fluid Mech",Attend workshops,Improving
2072,Aisha M 20,"CN, Power Systems","Control, VLSI",Practice regularly,Improving
2073,Ankit K 27,Java,"Control, AI",Use online resources,Improving
2074,Meera R 22,"NLP, DSA","OS, DL",Attend tutoring sessions,Declining
2075,Ankit S 26,Control,"DSA, VLSI",Simulate real problems,Needs attention
2076,Rahul S 28,EM Theory,"Security, Structural",Simulate real problems,Stable
2077,Aisha K 26,"OS, Data Mining","Java, EM Theory",Practice regularly,Declining
2078,Meera K 17,Signal Systems,"Control, Structural",Focus on weak topics,Improving
2079,Ravi S 18,"Dynamics, Fluid Mech","Security, RL",Focus on weak topics,Needs attention
2080,Sneha M 16,"Power Systems, Circuits","Security, Signal Systems",Join peer study groups,Needs attention
2081,Priya R 19,Structural,"ML, VLSI",Focus on weak topics,Declining
2082,Arjun S 21,"Digital Logic, Data Mining","Machines, ML",Simulate real problems,Improving
2083,Sneha R 27,DSA,"Python, Machines",Use online resources,Declining
2084,Divya R 25,"Dynamics, AI","DSA, Concrete Tech",Focus on weak topics,Stable
2085,Aisha R 34,Control,"Networking, Machines",Focus on weak topics,Declining
2086,Aisha S 11,"OS, Machines","AI, ML",Simulate real problems,Stable
2087,Sneha T 26,RL,"Python, CN",Join peer study groups,Declining
2088,Aisha M 21,"Geotech, Java","CN, AI",Join peer study groups,Declining
