student_id,name,weak_subjects,strengths,recommended_actions,recent_progress
1629,Ankit T,Web Dev,"Machines, Digital Logic",Attend workshops,Needs attention
1630,Ravi T,"Mechatronics, Dynamics","EM Theory, Machines",Take mock tests,Improving
1631,Meera T,"Stats, Digital Logic","Power Systems, Math",Revise theoretical concepts,Improving
1632,Arjun M,Java,"Stats, Dynamics",Focus on weak topics,Declining
1633,Sneha R,"Concrete Tech, Java","DL, CAD",Take mock tests,Declining
1634,Meera T,"Signal Systems, Thermo","Thermo, Mechatronics",Improve time management,Needs attention
1635,Aisha K,Dynamics,"Stats, EM Theory",Take mock tests,Stable
1636,Sneha M,Java,"Geotech, EM Theory",Simulate real problems,Needs attention
1637,Aisha K,"Structural, Thermo","Stats, Concrete Tech",Take mock tests,Needs attention
1638,Ankit K,"Control, ML","Structural, Stats",Attend tutoring sessions,Stable
1639,Rahul S,"AI, ML","Power Systems, EM Theory",Take mock tests,Needs attention
1640,Rahul R,Fluid Mech,"AI, Signal Systems",Simulate real problems,Needs attention
1641,Ravi M,Java,"OS, AI",Attend workshops,Needs attention
1642,Rahul M,"VLSI, DL","Web Dev, CN",Practice regularly,Needs attention
1643,Ravi T,Web Dev,"Math, DSA",Improve time management,Stable
1644,Priya K,DL,"Dynamics, Thermo",Improve time management,Stable
1645,Divya S,"Networking, Concrete Tech","AI, Structural",Focus on weak topics,Declining
1646,Aisha R,"DBMS, Signal Systems","Java, Digital Logic",Practice regularly,Needs attention
1647,Meera S,DL,"Digital Logic, CN",Attend workshops,Needs attention
1648,Arjun K,CN,"Concrete Tech, Signal Systems",Focus on weak topics,Improving
1649,Ankit T,"VLSI, Security","Control, Thermo",Take mock tests,Declining
1650,Priya S,Geotech,"DBMS, DSA",Simulate real problems,Declining
1651,Karan T,"Networking, Data Mining","Stats, Java",Attend workshops,Stable
1652,Sneha S,"Math, Circuits","Concrete Tech, Fluid Mech",Attend tutoring sessions,Stable
1653,Meera R,ML,"Networking, Java",Revise theoretical concepts,Stable
1654,Arjun K,Math,"Circuits, Power Systems",Attend tutoring sessions,Stable
1655,Ravi M,"RL, ML","Structural, Data Mining",Simulate real problems,Stable
1656,Rahul M,Dynamics,"Geotech, Thermo",Use online resources,Needs attention
1657,Arjun R,"Security, Structural","AI, Mechatronics",Focus on weak topics,Stable
1658,Ankit K,CAD,"Signal Systems, Control",Practice regularly,Needs attention
1659,Sneha T,"Machines, DSA","EM Theory, Structural",Practice regularly,Declining
1660,Priya T,EM Theory,"EM Theory, OS",Practice regularly,Needs attention
1661,Karan R,DBMS,"CAD, Dynamics",Practice regularly,Declining
1662,Sneha M,DSA,"Signal Systems, Dynamics",Focus on weak topics,Stable
1663,Ravi M,"OS, Circuits","Web Dev, Java",Use online resources,Stable
1664,Ankit S,CN,"Circuits, Data Mining",Use online resources,Improving
1665,Ankit K,"DBMS, Networking","Security, Mechatronics",Focus on weak topics,Improving
1666,Arjun S,"EM Theory, Structural","Signal Systems, Geotech",Join peer study groups,Stable
1667,Divya M,Signal Systems,"VLSI, Fluid Mech",Take mock tests,Needs attention
1668,Ravi T,Geotech,"NLP, Fluid Mech",Focus on weak topics,Stable
1669,Priya K,"OS, DBMS","Thermo, Signal Systems",Improve time management,Improving
1670,Priya T,Control,"Stats, AI",Take mock tests,Stable
1671,Karan R,Java,"Geotech, Power Systems",Take mock tests,Declining
1672,Aisha R,NLP,"OS, Structural",Revise theoretical concepts,Needs attention
1673,Priya K,"ML, AI","DBMS, Embedded",Practice regularly,Improving
1674,Aisha K,"Concrete Tech, Embedded","Signal Systems, Java",Join peer study groups,Improving
1675,Arjun M,Machines,"Circuits, Fluid Mech",Revise theoretical concepts,Stable
1676,Divya M,Signal Systems,"CAD, NLP",Take mock tests,Needs attention
1677,Priya K,Power Systems,"Concrete Tech, DL",Improve time management,Declining
1678,Ravi T,CAD,"Concrete Tech, Stats",Join peer study groups,Declining
1679,Rahul T,Python,"DL, Digital Logic",Attend tutoring sessions,Declining
1680,Karan K,DSA,"Circuits, DBMS",Focus on weak topics,Stable
1681,Karan S,Digital Logic,"Mechatronics, Networking",Attend tutoring sessions,Improving
1682,Arjun K,"Math, Data Mining","VLSI, Data Mining",Use online resources,Declining
1683,Ankit K,Data Mining,"Networking, EM Theory",Practice regularly,Improving
1684,Sneha R,"Machines, CN","Circuits, ML",Use online resources,Needs attention
1685,Ravi K,"ML, VLSI","Mechatronics, VLSI",Join peer study groups,Needs attention
1686,Aisha R,"Concrete Tech, Mechatronics","DSA, Control",Focus on weak topics,Needs attention
1687,Ravi K,"Signal Systems, Surveying","Data Mining, CN",Simulate real problems,Declining
1688,Divya T,"EM Theory, Thermo","Python, Geotech",Focus on weak topics,Improving
1689,Ravi K,"Security, Python","Security, Structural",Improve time management,Needs attention
1690,Sneha K,Dynamics,"DL, Dynamics",Attend tutoring sessions,Stable
1691,Rahul S,Java,"Python, Geotech",Focus on weak topics,Declining
1692,Karan M,AI,"NLP, Data Mining",Use online resources,Stable
1693,Ravi R,Java,"Power Systems, Stats",Attend tutoring sessions,Stable
1694,Aisha S,"Circuits, Signal Systems","Fluid Mech, NLP",Attend workshops,Needs attention
1695,Arjun T,"Machines, Thermo","CAD, Web Dev",Take mock tests,Needs attention
1696,Aisha R,Structural,"AI, CN",Use online resources,Needs attention
1697,Rahul M,Machines,"Mechatronics, Web Dev",Take mock tests,Declining
1698,Karan M,Math,"Machines, ML",Focus on weak topics,Declining
1699,Karan K,"NLP, Security","NLP, Math",Use online resources,Declining
1700,Karan M,Thermo,"Stats, Web Dev",Use online resources,Improving
1701,Sneha S,CN,"Embedded, Digital Logic",Join peer study groups,Improving
1702,Arjun S,"Power Systems, Java","RL, DSA",Attend tutoring sessions,Improving
1703,Aisha R,"Dynamics, Math","VLSI, DBMS",Simulate real problems,Improving
1704,Rahul S,"EM Theory, Fluid Mech","Digital Logic, Circuits",Take mock tests,Declining
1705,Rahul R,"Security, DBMS","Math, DBMS",Focus on weak topics,Declining
1706,Priya T,DL,"VLSI, Machines",Simulate real problems,Stable
1707,Divya K,"ML, Circuits","AI, Java",Join peer study groups,Needs attention
1708,Ravi R,"Stats, VLSI","Web Dev, CN",Attend tutoring sessions,Stable
1709,Meera R,"Mechatronics, Embedded","Dynamics, Java",Use online resources,Stable
1710,Ankit M,"VLSI, Geotech","Web Dev, Mechatronics",Improve time management,Improving
1711,Sneha S,"RL, OS","Python, Fluid Mech",Attend workshops,Declining
1712,Divya K,"Structural, VLSI","Thermo, Java",Practice regularly,Needs attention
1713,Aisha M,Circuits,"EM Theory, Fluid Mech",Improve time management,Improving
1714,Sneha K,Java,"Surveying, Stats",Focus on weak topics,Stable
1715,Priya R,"Stats, Python","Mechatronics, DBMS",Attend tutoring sessions,Needs attention
1716,Karan M,Security,"EM Theory, ML",Focus on weak topics,Improving
1717,Divya M,CN,"Python, RL",Join peer study groups,Improving
1718,Arjun K,"Dynamics, Control","CAD, Digital Logic",Improve time management,Stable
1719,Aisha T,"Data Mining, Math","Data Mining, Web Dev",Attend tutoring sessions,Stable
1720,Meera K,"Mechatronics, RL","Math, Machines",Attend workshops,Improving
1721,Ravi M,Structural,"Math, DL",Focus on weak topics,Improving
1722,Aisha R,Networking,"CN, Circuits",Attend tutoring sessions,Needs attention
1723,Sneha K,Data Mining,"Data Mining, Python",Improve time management,Needs attention
1724,Sneha R,Security,"Structural, DBMS",Take mock tests,Needs attention
1725,Ankit R,CN,"Python, Java",Simulate real problems,Improving
1726,Ravi T,DBMS,"Geotech, CN",Simulate real problems,Needs attention
1727,Ankit S,"Signal Systems, Java","Circuits, Java",Focus on weak topics,Stable
1728,Ravi T,"Concrete Tech, OS","Web Dev, Stats",Attend tutoring sessions,Improving
1729,Priya K,"CAD, Circuits","DSA, Thermo",Focus on weak topics,Declining
1730,Meera T,Control,"OS, DL",Attend tutoring sessions,Improving
1731,Rahul M,"Surveying, Embedded","Thermo, Stats",Attend workshops,Stable
1732,Divya M,"Geotech, Stats","Digital Logic, Python",Simulate real problems,Improving
1733,Aisha M,AI,"EM Theory, Control",Practice regularly,Stable
1734,Divya M,"Surveying, Web Dev","Security, Machines",Attend workshops,Improving
1735,Sneha S,CN,"Dynamics, Math",Join peer study groups,Improving
1736,Meera M,"Circuits, EM Theory","VLSI, Thermo",Join peer study groups,Stable
1737,Meera M,"Power Systems, Signal Systems","ML, Structural",Take mock tests,Needs attention
1738,Ravi R,Circuits,"Embedded, Web Dev",Revise theoretical concepts,Needs attention
1739,Sneha R,"ML, Circuits","RL, Digital Logic",Take mock tests,Declining
1740,Sneha K,"Math, Dynamics","CN, Control",Practice regularly,Needs attention
1741,Meera K,"OS, Circuits","VLSI, EM Theory",Take mock tests,Declining
1742,Meera S,Mechatronics,"Digital Logic, Surveying",Take mock tests,Declining
1743,Sneha K,Dynamics,"Embedded, ML",Attend tutoring sessions,Stable
1744,Meera M,CN,"CN, Signal Systems",Take mock tests,Improving
1745,Divya R,CN,"CN, Web Dev",Improve time management,Improving
1746,Ankit S,"EM Theory, DBMS","Surveying, Machines",Focus on weak topics,Improving
1747,Sneha K,Stats,"EM Theory, DL",Use online resources,Declining
1748,Karan K,Structural,"Web Dev, EM Theory",Revise theoretical concepts,Declining
1749,Karan R,Surveying,"Math, Python",Simulate real problems,Improving
1750,Sneha K,Surveying,"Data Mining, Java",Revise theoretical concepts,Improving
1751,Ankit S,"Math, DBMS","Surveying, AI",Simulate real problems,Improving
1752,Ankit S,EM Theory,"ML, Machines",Take mock tests,Stable
1753,Ankit M,"Networking, Thermo","Fluid Mech, Dynamics",Use online resources,Needs attention
1754,Meera T,EM Theory,"Power Systems, Math",Join peer study groups,Improving
1755,Divya T,"Networking, Signal Systems","RL, Digital Logic",Join peer study groups,Stable
1756,Priya R,Digital Logic,"Structural, DBMS",Revise theoretical concepts,Improving
1757,Arjun K,ML,"Concrete Tech, Machines",Attend tutoring sessions,Improving
1758,Sneha T,Stats,"Power Systems, Fluid Mech",Take mock tests,Stable
1759,Divya M,"AI, DSA","Python, Control",Practice regularly,Stable
1760,Karan T,"Machines, VLSI","Data Mining, Digital Logic",Improve time management,Declining
1761,Divya R,"DBMS, ML","CAD, Stats",Simulate real problems,Needs attention
1762,Arjun R,Java,"CAD, CN",Practice regularly,Declining
1763,Divya M,"Security, DL","Machines, RL",Take mock tests,Needs attention
1764,Ankit T,DL,"VLSI, Control",Simulate real problems,Declining
1765,Ankit T,"Mechatronics, Machines","Power Systems, Concrete Tech",Use online resources,Stable
1766,Rahul K,"Data Mining, AI","Structural, Data Mining",Focus on weak topics,Declining
1767,Ravi R,Fluid Mech,"Java, Mechatronics",Attend tutoring sessions,Improving
1768,Meera M,"Python, Dynamics","Fluid Mech, Web Dev",Improve time management,Stable
1769,Karan R,"RL, Networking","Concrete Tech, Structural",Practice regularly,Stable
1770,Arjun R,Networking,"Web Dev, Fluid Mech",Simulate real problems,Declining
1771,Arjun R,Control,"Surveying, Fluid Mech",Practice regularly,Declining
1772,Sneha T,RL,"Java, DSA",Attend workshops,Improving
1773,Aisha T,DBMS,"Data Mining, DL",Take mock tests,Improving
1774,Aisha R,Thermo,"Mechatronics, VLSI",Focus on weak topics,Improving
1775,Ankit S,Dynamics,"Surveying, DL",Simulate real problems,Needs attention
1776,Arjun K,DBMS,"DBMS, Thermo",Take mock tests,Needs attention
1777,Karan K,CN,"Surveying, Dynamics",Join peer study groups,Stable
1778,Aisha S,OS,"Geotech, Networking",Attend tutoring sessions,Declining
1779,Ravi R,"Embedded, Machines","VLSI, Security",Use online resources,Stable
1780,Sneha T,OS,"OS, Control",Attend workshops,Needs attention
1781,Sneha T,Java,"Python, Machines",Use online resources,Stable
1782,Aisha M,DL,"NLP, Data Mining",Join peer study groups,Improving
1783,Karan T,Math,"Machines, Signal Systems",Improve time management,Declining
1784,Sneha K,"Power Systems, CAD","Java, Embedded",Take mock tests,Improving
1785,Rahul R,"Surveying, ML","VLSI, Embedded",Revise theoretical concepts,Improving
1786,Aisha M,"Circuits, RL","Java, Mechatronics",Revise theoretical concepts,Needs attention
1787,Arjun R,"Fluid Mech, RL","Machines, Circuits",Practice regularly,Needs attention
1788,Divya S,"Security, Surveying","Stats, Machines",Join peer study groups,Stable
1789,Ravi S,"AI, Geotech","Fluid Mech, ML",Attend workshops,Needs attention
1790,Meera R,"Power Systems, Stats","DSA, Geotech",Simulate real problems,Improving
1791,Ravi T,"ML, CN","EM Theory, Thermo",Use online resources,Improving
1792,Sneha R,NLP,"DL, Surveying",Improve time management,Stable
1793,Aisha K,Dynamics,"DBMS, DSA",Use online resources,Declining
1794,Divya M,Python,"Structural, OS",Attend tutoring sessions,Needs attention
1795,Aisha R,"Security, Concrete Tech","AI, Digital Logic",Attend tutoring sessions,Declining
1796,Meera S,Thermo,"Dynamics, Mechatronics",Practice regularly,Declining
1797,Rahul R,"Mechatronics, CN","Circuits, CAD",Focus on weak topics,Stable
1798,Arjun K,Structural,"Circuits, ML",Improve time management,Declining
1799,Meera R,Stats,"Power Systems, Signal Systems",Practice regularly,Needs attention
1800,Aisha R,"AI, Thermo","Dynamics, Mechatronics",Simulate real problems,Improving
1801,Aisha S,Thermo,"Surveying, ML",Attend workshops,Needs attention
1802,Ankit K,"Networking, Dynamics","Circuits, Java",Join peer study groups,Improving
1803,Karan S,ML,"CN, Embedded",Take mock tests,Stable
1804,Aisha K,Signal Systems,"Stats, Signal Systems",Use online resources,Stable
1805,Sneha R,DL,"OS, Web Dev",Join peer study groups,Needs attention
1806,Arjun K,"Geotech, Machines","RL, Control",Use online resources,Needs attention
1807,Karan K,"Power Systems, EM Theory","DSA, Stats",Improve time management,Needs attention
1808,Karan S,"OS, CAD","Structural, NLP",Revise theoretical concepts,Declining
1809,Sneha K,Power Systems,"Security, Java",Practice regularly,Stable
1810,Ankit K,"Control, EM Theory","Web Dev, EM Theory",Practice regularly,Declining
1811,Aisha S,"Python, DSA","Circuits, Embedded",Join peer study groups,Needs attention
1812,Arjun T,CN,"Structural, CAD",Take mock tests,Stable
1813,Sneha S,Math,"RL, DSA",Focus on weak topics,Needs attention
1814,Aisha M,"NLP, AI","Security, Geotech",Improve time management,Declining
1815,Ravi R,DSA,"Thermo, Structural",Attend workshops,Needs attention
1816,Arjun K,"VLSI, CN","DSA, Math",Simulate real problems,Declining
1817,Priya R,Stats,"CAD, ML",Practice regularly,Declining
1818,Arjun K,Web Dev,"Networking, OS",Attend tutoring sessions,Improving
1819,Arjun M,ML,"Fluid Mech, CAD",Improve time management,Needs attention
1820,Sneha R,Thermo,"Stats, Thermo",Improve time management,Needs attention
1821,Arjun R,"Geotech, CAD","Fluid Mech, Dynamics",Revise theoretical concepts,Needs attention
1822,Aisha K,"Circuits, Structural","Digital Logic, Control",Join peer study groups,Declining
1823,Aisha K,Web Dev,"Stats, Mechatronics",Attend tutoring sessions,Improving
1824,Ankit M,"Data Mining, Control","Security, Circuits",Revise theoretical concepts,Declining
1825,Aisha K,"Java, Mechatronics","Dynamics, Embedded",Practice regularly,Improving
1826,Rahul R,"Concrete Tech, Networking","Power Systems, VLSI",Attend tutoring sessions,Improving
1827,Karan M,Structural,"Surveying, DL",Improve time management,Stable
1828,Meera T,Fluid Mech,"Web Dev, DSA",Improve time management,Improving
1829,Priya T,"Concrete Tech, Geotech","Web Dev, Mechatronics",Join peer study groups,Stable
1830,Priya T,OS,"Control, VLSI",Take mock tests,Stable
1831,Divya M,"DSA, Structural","OS, Circuits",Use online resources,Improving
1832,Arjun S,CAD,"Web Dev, RL",Use online resources,Stable
1833,Ankit R,"CAD, Networking","Math, Networking",Revise theoretical concepts,Improving
1834,Sneha M,"Machines, Networking","Surveying, OS",Focus on weak topics,Stable
1835,Divya T,DL,"CAD, Mechatronics",Simulate real problems,Stable
1836,Priya K,"Thermo, Fluid Mech","Control, NLP",Practice regularly,Improving
1837,Divya R,Control,"Networking, AI",Focus on weak topics,Improving
1838,Aisha S,"DBMS, Python","Power Systems, Embedded",Revise theoretical concepts,Improving
1839,Rahul S,Control,"Mechatronics, EM Theory",Use online resources,Improving
1840,Aisha M,"CAD, Java","EM Theory, DBMS",Practice regularly,Improving
1841,Meera T,"DSA, Geotech","Power Systems, Signal Systems",Use online resources,Improving
1842,Karan R,"Circuits, Concrete Tech","VLSI, Thermo",Attend workshops,Stable
1843,Sneha K,Circuits,"Math, Fluid Mech",Practice regularly,Declining
1844,Sneha T,Thermo,"DBMS, Mechatronics",Revise theoretical concepts,Improving
1845,Rahul S,"Digital Logic, Networking","Mechatronics, OS",Attend tutoring sessions,Improving
1846,Divya M,Networking,"Digital Logic, DL",Simulate real problems,Improving
1847,Sneha S,Circuits,"Signal Systems, DL",Revise theoretical concepts,Stable
1848,Arjun R,Java,"Dynamics, CAD",Simulate real problems,Improving
1849,Sneha M,"Signal Systems, DL","Signal Systems, Geotech",Practice regularly,Needs attention
1850,Rahul R,Dynamics,"Structural, Data Mining",Practice regularly,Declining
1851,Karan K,"Embedded, Security","OS, ML",Join peer study groups,Declining
1852,Divya R,Machines,"NLP, VLSI",Attend workshops,Improving
1853,Meera M,"VLSI, EM Theory","OS, Embedded",Attend workshops,Declining
1854,Ravi T,DL,"RL, Control",Simulate real problems,Declining
1855,Arjun K,Embedded,"ML, Power Systems",Attend tutoring sessions,Improving
1856,Rahul K,Python,"Signal Systems, Java",Join peer study groups,Declining
1857,Aisha R,Power Systems,"Python, Math",Revise theoretical concepts,Improving
1858,Divya T,Java,"Java, Circuits",Attend workshops,Improving
1859,Divya M,Networking,"EM Theory, CAD",Join peer study groups,Stable
1860,Ankit T,DL,"Surveying, Mechatronics",Attend workshops,Improving
1861,Ankit M,DBMS,"Surveying, Structural",Simulate real problems,Stable
1862,Ravi R,Surveying,"Mechatronics, Dynamics",Simulate real problems,Declining
1863,Meera M,Digital Logic,"Data Mining, Web Dev",Attend tutoring sessions,Improving
1864,Sneha T,"Digital Logic, Control","Structural, Networking",Join peer study groups,Improving
1865,Priya T,"CN, Fluid Mech","DSA, DBMS",Improve time management,Improving
1866,Arjun M,"Fluid Mech, CAD","CN, Geotech",Revise theoretical concepts,Declining
1867,Divya R,Mechatronics,"DBMS, Digital Logic",Take mock tests,Stable
1868,Sneha S,OS,"Thermo, VLSI",Simulate real problems,Improving
1869,Divya R,Control,"Fluid Mech, Digital Logic",Attend workshops,Needs attention
1870,Ankit S,"CAD, Java","RL, Python",Take mock tests,Stable
1871,Meera R,DL,"Structural, Security",Attend workshops,Improving
1872,Divya S,"Math, Stats","Java, Dynamics",Take mock tests,Declining
1873,Rahul M,"Power Systems, Security","Java, ML",Simulate real problems,Improving
1874,Arjun M,Security,"DL, CN",Join peer study groups,Stable
1875,Priya R,Stats,"Python, Control",Revise theoretical concepts,Improving
1876,Ankit T,"Dynamics, Data Mining","CAD, Dynamics",Attend workshops,Needs attention
1877,Sneha R,"Stats, Concrete Tech","Java, DBMS",Revise theoretical concepts,Improving
1878,Arjun T,Thermo,"DSA, Geotech",Join peer study groups,Improving
1879,Arjun R,Math,"Structural, EM Theory",Attend workshops,Declining
1880,Karan M,"ML, CAD","Security, Stats",Use online resources,Declining
1881,Meera T,"CN, Signal Systems","Java, Machines",Attend tutoring sessions,Stable
1882,Arjun R,DL,"Security, Fluid Mech",Join peer study groups,Needs attention
1883,Divya T,DL,"Thermo, AI",Practice regularly,Needs attention
1884,Sneha K,VLSI,"Security, Mechatronics",Simulate real problems,Improving
1885,Rahul R,Signal Systems,"CN, Concrete Tech",Join peer study groups,Improving
1886,Divya S,"RL, CAD","Security, Dynamics",Focus on weak topics,Improving
1887,Arjun K,"NLP, DL","OS, Stats",Revise theoretical concepts,Improving
1888,Meera K,Python,"DL, Networking",Join peer study groups,Stable
1889,Meera T,"Thermo, OS","AI, CN",Use online resources,Needs attention
1890,Ankit S,Machines,"Circuits, NLP",Join peer study groups,Improving
1891,Sneha K,"Control, RL","CAD, Structural",Focus on weak topics,Stable
1892,Sneha S,Embedded,"Digital Logic, Concrete Tech",Join peer study groups,Needs attention
1893,Rahul S,Structural,"Signal Systems, VLSI",Improve time management,Declining
1894,Sneha S,Power Systems,"Networking, Structural",Simulate real problems,Improving
1895,Ankit T,"AI, VLSI","AI, Math",Improve time management,Needs attention
1896,Sneha K,DL,"Machines, Control",Practice regularly,Stable
1897,Meera M,AI,"NLP, Concrete Tech",Attend tutoring sessions,Declining
1898,Arjun T,"Structural, EM Theory","CAD, Control",Join peer study groups,Declining
1899,Karan K,"Networking, Machines","CAD, Web Dev",Use online resources,Stable
1900,Divya K,"DSA, Power Systems","Structural, Networking",Simulate real problems,Declining
1901,Karan S,Signal Systems,"Circuits, Control",Join peer study groups,Stable
1902,Meera R,Fluid Mech,"ML, Data Mining",Focus on weak topics,Stable
1903,Divya T,"RL, Mechatronics","Surveying, Power Systems",Use online resources,Needs attention
1904,Meera K,"AI, Mechatronics","Math, CN",Improve time management,Stable
1905,Aisha K,"DSA, Python","Surveying, Java",Join peer study groups,Needs attention
1906,Rahul T,"CN, DBMS","DBMS, Security",Use online resources,Declining
1907,Aisha T,Surveying,"Java, Dynamics",Attend workshops,Declining
1908,Divya M,"RL, DBMS","Java, Circuits",Use online resources,Improving
1909,Divya T,Signal Systems,"ML, Digital Logic",Join peer study groups,Needs attention
1910,Meera R,"AI, RL","Math, Signal Systems",Simulate real problems,Improving
1911,Rahul S,"Math, RL","Signal Systems, Stats",Attend tutoring sessions,Needs attention
1912,Ravi S,Geotech,"Control, CAD",Revise theoretical concepts,Declining
1913,Meera S,"Geotech, Power Systems","CN, Geotech",Focus on weak topics,Declining
1914,Priya S,"ML, Power Systems","CAD, Thermo",Attend tutoring sessions,Improving
1915,Aisha S,"Digital Logic, EM Theory","Web Dev, DBMS",Take mock tests,Needs attention
1916,Ankit T,"Signal Systems, NLP","Concrete Tech, OS",Use online resources,Declining
1917,Ravi T,Web Dev,"Machines, Dynamics",Attend workshops,Stable
1918,Priya T,Control,"RL, DL",Simulate real problems,Needs attention
1919,Ankit K,Surveying,"Surveying, Fluid Mech",Attend workshops,Needs attention
1920,Divya R,Surveying,"Fluid Mech, Circuits",Take mock tests,Stable
1921,Priya M,AI,"Geotech, Surveying",Join peer study groups,Stable
1922,Rahul T,"Circuits, Networking","Circuits, Embedded",Focus on weak topics,Stable
1923,Ankit R,Data Mining,"Concrete Tech, Embedded",Improve time management,Needs attention
1924,Divya S,"OS, DL","Web Dev, Thermo",Focus on weak topics,Needs attention
1925,Priya K,"Web Dev, Geotech","Mechatronics, VLSI",Revise theoretical concepts,Improving
1926,Divya R,Digital Logic,"Signal Systems, CN",Join peer study groups,Declining
1927,Priya R,DSA,"Circuits, AI",Practice regularly,Declining
1928,Meera K,EM Theory,"Machines, Security",Join peer study groups,Declining
1929,Karan M,"Java, Digital Logic","CN, RL",Join peer study groups,Stable
1930,Arjun M,CN,"Networking, Security",Join peer study groups,Declining
1931,Ankit T,"DBMS, Embedded","Concrete Tech, Security",Practice regularly,Declining
1932,Sneha R,"RL, Embedded","CAD, Java",Take mock tests,Declining
1933,Priya K,Dynamics,"DL, CAD",Focus on weak topics,Stable
1934,Aisha K,"Signal Systems, Machines","DSA, Web Dev",Revise theoretical concepts,Stable
1935,Karan K,"Python, RL","OS, NLP",Use online resources,Stable
1936,Ankit T,Geotech,"Surveying, Web Dev",Attend tutoring sessions,Stable
1937,Ravi K,VLSI,"Geotech, DL",Focus on weak topics,Needs attention
1938,Ankit M,"Fluid Mech, Data Mining","CAD, Python",Simulate real problems,Needs attention
1939,Aisha R,Embedded,"VLSI, DL",Attend tutoring sessions,Improving
1940,Rahul T,"Concrete Tech, Java","AI, CAD",Improve time management,Stable
1941,Meera K,Java,"VLSI, Thermo",Attend workshops,Stable
1942,Ravi T,"Machines, Geotech","Structural, Dynamics",Focus on weak topics,Improving
1943,Priya K,"Machines, CAD","DSA, Digital Logic",Focus on weak topics,Stable
1944,Ravi K,"Dynamics, Signal Systems","DSA, DBMS",Join peer study groups,Stable
1945,Aisha R,"VLSI, Math","Machines, DL",Improve time management,Stable
1946,Priya T,Stats,"Circuits, EM Theory",Attend tutoring sessions,Improving
1947,Arjun K,"AI, Signal Systems","Control, Digital Logic",Use online resources,Improving
1948,Karan S,"Web Dev, DL","Data Mining, NLP",Focus on weak topics,Stable
1949,Divya R,"Python, Java","VLSI, Geotech",Take mock tests,Declining
1950,Ankit R,"RL, Java","CN, Control",Improve time management,Declining
1951,Sneha S,Signal Systems,"Power Systems, Machines",Use online resources,Stable
1952,Ankit R,"NLP, Networking","Fluid Mech, EM Theory",Join peer study groups,Improving
1953,Priya T,EM Theory,"CAD, Data Mining",Use online resources,Stable
1954,Ankit K,Power Systems,"NLP, Control",Simulate real problems,Needs attention
1955,Priya M,CN,"Java, AI",Simulate real problems,Needs attention
1956,Karan S,"Networking, Java","Control, Surveying",Use online resources,Declining
1957,Aisha R,"Python, DL","CN, Security",Attend tutoring sessions,Declining
1958,Ankit T,"Web Dev, VLSI","NLP, Surveying",Take mock tests,Improving
1959,Rahul S,Control,"DBMS, ML",Attend tutoring sessions,Improving
1960,Divya T,"Fluid Mech, Embedded","RL, DL",Attend tutoring sessions,Declining
1961,Divya T,"CN, Data Mining","VLSI, Dynamics",Take mock tests,Needs attention
1962,Arjun S,Thermo,"Web Dev, Python",Simulate real problems,Needs attention
1963,Divya M,Stats,"DSA, Concrete Tech",Take mock tests,Stable
1964,Karan S,RL,"Geotech, Web Dev",Focus on weak topics,Improving
1965,Arjun M,"Dynamics, Mechatronics","Web Dev, Dynamics",Attend tutoring sessions,Declining
1966,Ravi K,"Machines, DBMS","Structural, Concrete Tech",Revise theoretical concepts,Improving
1967,Karan S,"DSA, Power Systems","Digital Logic, Mechatronics",Revise theoretical concepts,Declining
1968,Priya M,"Mechatronics, Circuits","EM Theory, Networking",Improve time management,Needs attention
1969,Meera S,"Embedded, Circuits","ML, RL",Focus on weak topics,Stable
1970,Rahul K,ML,"Surveying, Stats",Attend tutoring sessions,Needs attention
1971,Aisha S,CN,"Geotech, NLP",Attend tutoring sessions,Needs attention
1972,Arjun R,Signal Systems,"EM Theory, Math",Attend workshops,Improving
1973,Karan T,"Digital Logic, Stats","OS, Python",Attend workshops,Stable
1974,Ravi M,"Concrete Tech, Fluid Mech","EM Theory, Mechatronics",Revise theoretical concepts,Needs attention
1975,Aisha T,RL,"DL, Dynamics",Practice regularly,Stable
1976,Aisha S,Machines,"EM Theory, Web Dev",Attend tutoring sessions,Declining
1977,Ravi M,"Digital Logic, Structural","Networking, DBMS",Revise theoretical concepts,Declining
1978,Sneha S,OS,"Web Dev, Digital Logic",Join peer study groups,Stable
1979,Karan R,Control,"Geotech, CAD",Revise theoretical concepts,Improving
1980,Divya S,RL,"Surveying, Signal Systems",Simulate real problems,Declining
1981,Ravi T,"Mechatronics, DBMS","Control, NLP",Improve time management,Declining
1982,Rahul M,"DSA, DBMS","Stats, VLSI",Practice regularly,Declining
1983,Arjun S,Math,"ML, Python",Practice regularly,Improving
1984,Aisha K,"Digital Logic, OS","AI, Data Mining",Use online resources,Needs attention
1985,Divya K,Networking,"NLP, RL",Focus on weak topics,Improving
1986,Rahul S,"Surveying, Java","Mechatronics, Data Mining",Use online resources,Stable
1987,Arjun K,Structural,"VLSI, Math",Take mock tests,Stable
1988,Sneha T,Dynamics,"Structural, Mechatronics",Improve time management,Stable
1989,Priya S,"Control, Data Mining","Signal Systems, Mechatronics",Use online resources,Improving
1990,Arjun K,Web Dev,"Stats, Fluid Mech",Attend workshops,Declining
1991,Meera T,"Security, Data Mining","Machines, Geotech",Join peer study groups,Needs attention
1992,Rahul S,Embedded,"DSA, Control",Simulate real problems,Needs attention
1993,Arjun R,"Python, DSA","Security, Circuits",Take mock tests,Declining
