student_id,name,career_goal,internships_done,job_ready,suggested_paths
1671,Karan R,Cloud Engineer,1 (Web Dev Intern),No,"Practice DSA, GitHub proj, Certifications in relevant domain"
1672,Aisha R,Systems Engineer,"2 (Research, Dev)",No,"Certifications in relevant domain, Build capstone projects"
1673,Priya K,AI Researcher,1 (ML Intern),No,"Practice DSA, GitHub proj, Attend tech webinars"
1674,Aisha K,Data Scientist,"2 (DevOps, Cloud)",No,"Build capstone projects, Contribute to open source"
1675,Arjun M,Cloud Engineer,1 (AR Intern),Yes,"Apply to research roles, Resume upgrade, hackathons"
1676,Divya M,Web Developer,1 (CAD Internship),No,"Build capstone projects, LinkedIn optimization"
1677,Priya K,Data Scientist,"2 (NLP, Vision)",Yes,"Certifications in relevant domain, Practice DSA, GitHub proj"
1678,Ravi T,AI Researcher,1 (ML Intern),Yes,"LinkedIn optimization, Attend tech webinars"
1679,Rahul T,DevOps Specialist,1 (ML Intern),Yes,"Apply to research roles, Contribute to open source"
1680,Karan K,DevOps Specialist,1 (ML Intern),Yes,"Build capstone projects, Contribute to open source"
1681,Karan S,Software Developer,1 (CAD Internship),No,"Contribute to open source, Resume upgrade, hackathons"
1682,Arjun K,AR/VR Developer,1 (IoT Internship),No,"Contribute to open source, Build capstone projects"
1683,Ankit K,Product Designer,1 (Web Dev Intern),Yes,"Contribute to open source, Resume upgrade, hackathons"
1684,Sneha R,Product Designer,1 (ML Intern),No,"Build capstone projects, Practice DSA, GitHub proj"
1685,Ravi K,DevOps Specialist,None,No,"Contribute to open source, LinkedIn optimization"
1686,Aisha R,Embedded Engineer,1 (Security Intern),Yes,"Practice DSA, GitHub proj, Apply to research roles"
1687,Ravi K,Web Developer,"2 (Research, Dev)",Yes,"Core project, mock interviews, Portfolio enhancement"
1688,Divya T,Software Developer,1 (AR Intern),Yes,"LinkedIn optimization, Resume upgrade, hackathons"
1689,Ravi K,AR/VR Developer,1 (CAD Internship),Yes,"Core project, mock interviews, Build capstone projects"
1690,Sneha K,AI Researcher,1 (CAD Internship),Yes,"Certifications in relevant domain, Build capstone projects"
1691,Rahul S,Product Designer,None,No,"Practice DSA, GitHub proj, Apply to research roles"
1692,Karan M,Cloud Engineer,"2 (DevOps, Cloud)",Yes,"Practice DSA, GitHub proj, Resume upgrade, hackathons"
1693,Ravi R,AI Researcher,1 (IoT Internship),Yes,"LinkedIn optimization, Portfolio enhancement"
1694,Aisha S,Software Developer,"2 (DevOps, Cloud)",Yes,"Contribute to open source, Core project, mock interviews"
1695,Arjun T,AR/VR Developer,1 (IoT Internship),Yes,"Certifications in relevant domain, Apply to research roles"
1696,Aisha R,Data Scientist,1 (ML Intern),Yes,"LinkedIn optimization, Portfolio enhancement"
1697,Rahul M,AR/VR Developer,"2 (DevOps, Cloud)",Yes,"Contribute to open source, Practice DSA, GitHub proj"
1698,Karan M,AI Researcher,1 (IoT Internship),Yes,"Build capstone projects, Certifications in relevant domain"
1699,Karan K,Software Developer,1 (IoT Internship),Yes,"Portfolio enhancement, Core project, mock interviews"
1700,Karan M,Cloud Engineer,1 (Security Intern),No,"Certifications in relevant domain, Attend tech webinars"
1701,Sneha S,Systems Engineer,1 (CAD Internship),Yes,"LinkedIn optimization, Build capstone projects"
1702,Arjun S,Web Developer,1 (Security Intern),Yes,"Practice DSA, GitHub proj, Certifications in relevant domain"
1703,Aisha R,Embedded Engineer,1 (AR Intern),Yes,"Portfolio enhancement, Contribute to open source"
1704,Rahul S,Embedded Engineer,1 (AR Intern),Yes,"Practice DSA, GitHub proj, Certifications in relevant domain"
1705,Rahul R,Product Designer,"2 (Research, Dev)",No,"Contribute to open source, Core project, mock interviews"
1706,Priya T,Cybersecurity Analyst,1 (ML Intern),Yes,"Attend tech webinars, Contribute to open source"
1707,Divya K,Data Scientist,1 (Security Intern),Yes,"Resume upgrade, hackathons, LinkedIn optimization"
1708,Ravi R,Data Scientist,1 (Security Intern),No,"Attend tech webinars, Contribute to open source"
1709,Meera R,Product Designer,1 (AR Intern),Yes,"Practice DSA, GitHub proj, Core project, mock interviews"
1710,Ankit M,AR/VR Developer,None,No,"Practice DSA, GitHub proj, Attend tech webinars"
1711,Sneha S,Software Developer,"2 (DevOps, Cloud)",No,"Portfolio enhancement, Contribute to open source"
1712,Divya K,Systems Engineer,1 (CAD Internship),Yes,"Portfolio enhancement, LinkedIn optimization"
1713,Aisha M,DevOps Specialist,1 (CAD Internship),No,"Certifications in relevant domain, Practice DSA, GitHub proj"
1714,Sneha K,Cybersecurity Analyst,1 (ML Intern),No,"Portfolio enhancement, Core project, mock interviews"
1715,Priya R,Data Scientist,"2 (DevOps, Cloud)",Yes,"Attend tech webinars, Resume upgrade, hackathons"
1716,Karan M,Product Designer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Certifications in relevant domain"
1717,Divya M,DevOps Specialist,1 (Web Dev Intern),Yes,"Build capstone projects, LinkedIn optimization"
1718,Arjun K,Data Scientist,None,No,"Contribute to open source, Certifications in relevant domain"
1719,Aisha T,Web Developer,"2 (Research, Dev)",No,"Certifications in relevant domain, Apply to research roles"
1720,Meera K,Data Scientist,"2 (DevOps, Cloud)",Yes,"Core project, mock interviews, LinkedIn optimization"
1721,Ravi M,Cloud Engineer,1 (ML Intern),No,"Apply to research roles, Portfolio enhancement"
1722,Aisha R,Software Developer,"2 (Research, Dev)",Yes,"LinkedIn optimization, Apply to research roles"
1723,Sneha K,Cybersecurity Analyst,"2 (DevOps, Cloud)",Yes,"Build capstone projects, Core project, mock interviews"
1724,Sneha R,Data Scientist,None,No,"LinkedIn optimization, Build capstone projects"
1725,Ankit R,Embedded Engineer,1 (Web Dev Intern),Yes,"Attend tech webinars, Apply to research roles"
1726,Ravi T,ML Engineer,1 (IoT Internship),Yes,"Contribute to open source, Resume upgrade, hackathons"
1727,Ankit S,Cybersecurity Analyst,1 (Web Dev Intern),Yes,"Contribute to open source, Build capstone projects"
1728,Ravi T,ML Engineer,1 (AR Intern),Yes,"Apply to research roles, Resume upgrade, hackathons"
1729,Priya K,Software Developer,1 (IoT Internship),No,"Practice DSA, GitHub proj, Portfolio enhancement"
1730,Meera T,DevOps Specialist,1 (Security Intern),Yes,"Certifications in relevant domain, Contribute to open source"
1731,Rahul M,Data Scientist,"2 (Research, Dev)",Yes,"Apply to research roles, Core project, mock interviews"
1732,Divya M,Systems Engineer,1 (Web Dev Intern),Yes,"Build capstone projects, Apply to research roles"
1733,Aisha M,Cybersecurity Analyst,1 (Security Intern),Yes,"Resume upgrade, hackathons, Core project, mock interviews"
1734,Divya M,AR/VR Developer,None,No,"Contribute to open source, Attend tech webinars"
1735,Sneha S,Cybersecurity Analyst,1 (ML Intern),Yes,"Build capstone projects, Contribute to open source"
1736,Meera M,Systems Engineer,1 (Security Intern),Yes,"Core project, mock interviews, Contribute to open source"
1737,Meera M,Data Scientist,None,No,"Practice DSA, GitHub proj, Certifications in relevant domain"
1738,Ravi R,Cloud Engineer,1 (Security Intern),Yes,"Core project, mock interviews, Practice DSA, GitHub proj"
1739,Sneha R,Web Developer,1 (IoT Internship),Yes,"Attend tech webinars, Resume upgrade, hackathons"
1740,Sneha K,Web Developer,"2 (Research, Dev)",No,"Build capstone projects, Certifications in relevant domain"
1741,Meera K,Cloud Engineer,1 (AR Intern),Yes,"Contribute to open source, Certifications in relevant domain"
1742,Meera S,AI Researcher,None,No,"Certifications in relevant domain, Portfolio enhancement"
1743,Sneha K,Software Developer,"2 (DevOps, Cloud)",Yes,"Portfolio enhancement, Contribute to open source"
1744,Meera M,Cloud Engineer,"2 (Research, Dev)",Yes,"Build capstone projects, Core project, mock interviews"
1745,Divya R,Product Designer,1 (Web Dev Intern),Yes,"Contribute to open source, Resume upgrade, hackathons"
1746,Ankit S,Data Scientist,1 (ML Intern),Yes,"Portfolio enhancement, Resume upgrade, hackathons"
1747,Sneha K,Cybersecurity Analyst,1 (Security Intern),Yes,"Core project, mock interviews, Apply to research roles"
1748,Karan K,AR/VR Developer,1 (Web Dev Intern),No,"LinkedIn optimization, Certifications in relevant domain"
1749,Karan R,Software Developer,1 (Security Intern),No,"Attend tech webinars, Practice DSA, GitHub proj"
1750,Sneha K,AR/VR Developer,1 (IoT Internship),Yes,"Build capstone projects, Contribute to open source"
1751,Ankit S,Data Scientist,1 (ML Intern),No,"Attend tech webinars, Apply to research roles"
1752,Ankit S,Embedded Engineer,"2 (Research, Dev)",No,"Certifications in relevant domain, Apply to research roles"
1753,Ankit M,Systems Engineer,None,No,"Portfolio enhancement, Contribute to open source"
1754,Meera T,AI Researcher,"2 (NLP, Vision)",Yes,"Build capstone projects, Portfolio enhancement"
1755,Divya T,Product Designer,"2 (NLP, Vision)",No,"Attend tech webinars, Resume upgrade, hackathons"
1756,Priya R,Cloud Engineer,None,No,"Contribute to open source, Portfolio enhancement"
1757,Arjun K,Cloud Engineer,1 (Web Dev Intern),Yes,"Build capstone projects, Attend tech webinars"
1758,Sneha T,Cybersecurity Analyst,"2 (Research, Dev)",No,"Practice DSA, GitHub proj, Contribute to open source"
1759,Divya M,Product Designer,None,No,"Apply to research roles, Certifications in relevant domain"
1760,Karan T,ML Engineer,1 (AR Intern),Yes,"Portfolio enhancement, Practice DSA, GitHub proj"
1761,Divya R,Cloud Engineer,1 (Web Dev Intern),Yes,"Core project, mock interviews, LinkedIn optimization"
1762,Arjun R,DevOps Specialist,1 (Security Intern),Yes,"Core project, mock interviews, Build capstone projects"
1763,Divya M,AI Researcher,1 (ML Intern),Yes,"Attend tech webinars, Core project, mock interviews"
1764,Ankit T,Cybersecurity Analyst,1 (AR Intern),Yes,"Build capstone projects, Contribute to open source"
1765,Ankit T,Cybersecurity Analyst,1 (Security Intern),Yes,"Core project, mock interviews, Apply to research roles"
1766,Rahul K,Product Designer,"2 (Research, Dev)",Yes,"Core project, mock interviews, Certifications in relevant domain"
1767,Ravi R,Product Designer,1 (AR Intern),No,"Core project, mock interviews, Practice DSA, GitHub proj"
1768,Meera M,DevOps Specialist,"2 (DevOps, Cloud)",No,"Build capstone projects, LinkedIn optimization"
1769,Karan R,AR/VR Developer,1 (Security Intern),Yes,"LinkedIn optimization, Resume upgrade, hackathons"
1770,Arjun R,Product Designer,1 (Security Intern),Yes,"LinkedIn optimization, Contribute to open source"
1771,Arjun R,Product Designer,"2 (NLP, Vision)",Yes,"Resume upgrade, hackathons, Core project, mock interviews"
1772,Sneha T,Systems Engineer,1 (CAD Internship),No,"LinkedIn optimization, Attend tech webinars"
1773,Aisha T,Cloud Engineer,"2 (DevOps, Cloud)",No,"Build capstone projects, LinkedIn optimization"
1774,Aisha R,AI Researcher,"2 (Research, Dev)",No,"Portfolio enhancement, Certifications in relevant domain"
1775,Ankit S,Cybersecurity Analyst,1 (CAD Internship),No,"Attend tech webinars, LinkedIn optimization"
1776,Arjun K,AR/VR Developer,None,No,"Apply to research roles, Build capstone projects"
1777,Karan K,ML Engineer,1 (AR Intern),Yes,"Portfolio enhancement, Core project, mock interviews"
1778,Aisha S,Cloud Engineer,1 (ML Intern),No,"Practice DSA, GitHub proj, Core project, mock interviews"
1779,Ravi R,Systems Engineer,1 (IoT Internship),Yes,"LinkedIn optimization, Build capstone projects"
1780,Sneha T,Software Developer,"2 (NLP, Vision)",Yes,"Build capstone projects, Attend tech webinars"
1781,Sneha T,DevOps Specialist,1 (IoT Internship),No,"Build capstone projects, Attend tech webinars"
1782,Aisha M,Cybersecurity Analyst,1 (IoT Internship),No,"LinkedIn optimization, Certifications in relevant domain"
1783,Karan T,Software Developer,"2 (NLP, Vision)",Yes,"Build capstone projects, Attend tech webinars"
1784,Sneha K,Data Scientist,1 (AR Intern),Yes,"Apply to research roles, Certifications in relevant domain"
1785,Rahul R,Embedded Engineer,1 (IoT Internship),No,"Apply to research roles, Contribute to open source"
1786,Aisha M,Cybersecurity Analyst,1 (IoT Internship),No,"Build capstone projects, Apply to research roles"
1787,Arjun R,Web Developer,1 (ML Intern),No,"Resume upgrade, hackathons, Build capstone projects"
1788,Divya S,Cybersecurity Analyst,1 (ML Intern),No,"Practice DSA, GitHub proj, Apply to research roles"
1789,Ravi S,AR/VR Developer,1 (ML Intern),No,"Build capstone projects, Attend tech webinars"
1790,Meera R,DevOps Specialist,1 (Web Dev Intern),Yes,"Attend tech webinars, Resume upgrade, hackathons"
1791,Ravi T,DevOps Specialist,1 (Security Intern),Yes,"Certifications in relevant domain, Build capstone projects"
1792,Sneha R,AR/VR Developer,"2 (NLP, Vision)",No,"Portfolio enhancement, Attend tech webinars"
1793,Aisha K,Web Developer,1 (Security Intern),No,"Contribute to open source, Portfolio enhancement"
1794,Divya M,AR/VR Developer,1 (AR Intern),Yes,"Contribute to open source, Certifications in relevant domain"
1795,Aisha R,ML Engineer,1 (ML Intern),Yes,"Core project, mock interviews, Resume upgrade, hackathons"
1796,Meera S,AR/VR Developer,1 (IoT Internship),Yes,"Portfolio enhancement, Resume upgrade, hackathons"
1797,Rahul R,DevOps Specialist,1 (Web Dev Intern),No,"Resume upgrade, hackathons, Attend tech webinars"
1798,Arjun K,Product Designer,1 (ML Intern),Yes,"Contribute to open source, Practice DSA, GitHub proj"
1799,Meera R,Web Developer,1 (Web Dev Intern),Yes,"Attend tech webinars, Build capstone projects"
1800,Aisha R,ML Engineer,"2 (DevOps, Cloud)",Yes,"Contribute to open source, Apply to research roles"
1801,Aisha S,Cybersecurity Analyst,"2 (NLP, Vision)",No,"Attend tech webinars, Apply to research roles"
1802,Ankit K,AI Researcher,1 (ML Intern),No,"Core project, mock interviews, Resume upgrade, hackathons"
1803,Karan S,Web Developer,1 (ML Intern),Yes,"Core project, mock interviews, LinkedIn optimization"
1804,Aisha K,ML Engineer,1 (IoT Internship),No,"Attend tech webinars, Resume upgrade, hackathons"
1805,Sneha R,AI Researcher,1 (CAD Internship),Yes,"Core project, mock interviews, Apply to research roles"
1806,Arjun K,ML Engineer,1 (Security Intern),Yes,"Contribute to open source, Apply to research roles"
1807,Karan K,Web Developer,1 (IoT Internship),Yes,"Certifications in relevant domain, Resume upgrade, hackathons"
1808,Karan S,Embedded Engineer,1 (CAD Internship),Yes,"Apply to research roles, Attend tech webinars"
1809,Sneha K,Data Scientist,"2 (Research, Dev)",Yes,"LinkedIn optimization, Contribute to open source"
1810,Ankit K,Product Designer,1 (AR Intern),No,"Practice DSA, GitHub proj, Build capstone projects"
1811,Aisha S,Web Developer,None,No,"Contribute to open source, Practice DSA, GitHub proj"
1812,Arjun T,Cybersecurity Analyst,1 (CAD Internship),No,"Core project, mock interviews, Apply to research roles"
1813,Sneha S,Systems Engineer,"2 (Research, Dev)",Yes,"Resume upgrade, hackathons, Contribute to open source"
1814,Aisha M,DevOps Specialist,1 (Web Dev Intern),Yes,"Attend tech webinars, Portfolio enhancement"
1815,Ravi R,AR/VR Developer,"2 (Research, Dev)",Yes,"Practice DSA, GitHub proj, Attend tech webinars"
1816,Arjun K,Web Developer,1 (AR Intern),No,"Contribute to open source, Practice DSA, GitHub proj"
1817,Priya R,Systems Engineer,1 (CAD Internship),Yes,"Portfolio enhancement, Resume upgrade, hackathons"
1818,Arjun K,AR/VR Developer,1 (ML Intern),Yes,"Core project, mock interviews, Apply to research roles"
1819,Arjun M,AI Researcher,1 (ML Intern),Yes,"Attend tech webinars, Apply to research roles"
1820,Sneha R,AI Researcher,1 (AR Intern),No,"Apply to research roles, Portfolio enhancement"
1821,Arjun R,Cloud Engineer,1 (Web Dev Intern),No,"Certifications in relevant domain, Portfolio enhancement"
1822,Aisha K,Data Scientist,None,No,"Attend tech webinars, Core project, mock interviews"
1823,Aisha K,Cybersecurity Analyst,"2 (Research, Dev)",Yes,"Attend tech webinars, Apply to research roles"
1824,Ankit M,Cloud Engineer,None,No,"Practice DSA, GitHub proj, Apply to research roles"
1825,Aisha K,ML Engineer,1 (IoT Internship),Yes,"LinkedIn optimization, Contribute to open source"
1826,Rahul R,AI Researcher,1 (Web Dev Intern),No,"Resume upgrade, hackathons, Attend tech webinars"
1827,Karan M,Cybersecurity Analyst,1 (IoT Internship),Yes,"Apply to research roles, Portfolio enhancement"
1828,Meera T,AI Researcher,1 (AR Intern),Yes,"Practice DSA, GitHub proj, Contribute to open source"
1829,Priya T,Cloud Engineer,1 (CAD Internship),Yes,"Portfolio enhancement, Core project, mock interviews"
1830,Priya T,Systems Engineer,"2 (Research, Dev)",Yes,"Resume upgrade, hackathons, LinkedIn optimization"
1831,Divya M,Product Designer,1 (IoT Internship),Yes,"Apply to research roles, Core project, mock interviews"
1832,Arjun S,AR/VR Developer,"2 (NLP, Vision)",Yes,"LinkedIn optimization, Resume upgrade, hackathons"
1833,Ankit R,Embedded Engineer,1 (ML Intern),No,"Contribute to open source, Attend tech webinars"
1834,Sneha M,Data Scientist,1 (IoT Internship),Yes,"LinkedIn optimization, Portfolio enhancement"
1835,Divya T,Systems Engineer,"2 (DevOps, Cloud)",Yes,"Resume upgrade, hackathons, Contribute to open source"
1836,Priya K,Data Scientist,None,No,"Resume upgrade, hackathons, Portfolio enhancement"
1837,Divya R,Systems Engineer,"2 (DevOps, Cloud)",No,"Attend tech webinars, Build capstone projects"
1838,Aisha S,Systems Engineer,1 (IoT Internship),No,"Contribute to open source, Practice DSA, GitHub proj"
1839,Rahul S,Cybersecurity Analyst,"2 (Research, Dev)",Yes,"Practice DSA, GitHub proj, Contribute to open source"
1840,Aisha M,Cybersecurity Analyst,1 (Security Intern),Yes,"Practice DSA, GitHub proj, Portfolio enhancement"
1841,Meera T,Web Developer,1 (IoT Internship),No,"Attend tech webinars, Apply to research roles"
1842,Karan R,Web Developer,"2 (NLP, Vision)",Yes,"Core project, mock interviews, Contribute to open source"
1843,Sneha K,AI Researcher,1 (AR Intern),No,"Build capstone projects, LinkedIn optimization"
1844,Sneha T,DevOps Specialist,None,No,"Certifications in relevant domain, Core project, mock interviews"
1845,Rahul S,Web Developer,1 (IoT Internship),Yes,"Attend tech webinars, Portfolio enhancement"
1846,Divya M,AR/VR Developer,1 (ML Intern),Yes,"LinkedIn optimization, Apply to research roles"
1847,Sneha S,Systems Engineer,1 (IoT Internship),Yes,"Practice DSA, GitHub proj, Apply to research roles"
1848,Arjun R,Cloud Engineer,"2 (DevOps, Cloud)",Yes,"Practice DSA, GitHub proj, Attend tech webinars"
1849,Sneha M,AI Researcher,1 (Web Dev Intern),Yes,"Attend tech webinars, Apply to research roles"
1850,Rahul R,Data Scientist,1 (IoT Internship),No,"Contribute to open source, Build capstone projects"
1851,Karan K,Product Designer,1 (Web Dev Intern),Yes,"Core project, mock interviews, LinkedIn optimization"
1852,Divya R,Software Developer,1 (Web Dev Intern),No,"Core project, mock interviews, Apply to research roles"
1853,Meera M,Software Developer,1 (AR Intern),Yes,"Attend tech webinars, Practice DSA, GitHub proj"
1854,Ravi T,DevOps Specialist,1 (IoT Internship),Yes,"Apply to research roles, LinkedIn optimization"
1855,Arjun K,Embedded Engineer,"2 (NLP, Vision)",Yes,"Certifications in relevant domain, LinkedIn optimization"
1856,Rahul K,ML Engineer,"2 (Research, Dev)",Yes,"Portfolio enhancement, Practice DSA, GitHub proj"
1857,Aisha R,AI Researcher,"2 (NLP, Vision)",Yes,"Build capstone projects, Attend tech webinars"
1858,Divya T,Cloud Engineer,None,No,"Certifications in relevant domain, Contribute to open source"
1859,Divya M,Cybersecurity Analyst,None,No,"Practice DSA, GitHub proj, Apply to research roles"
1860,Ankit T,Systems Engineer,1 (Security Intern),Yes,"Certifications in relevant domain, Portfolio enhancement"
1861,Ankit M,Cloud Engineer,1 (ML Intern),Yes,"Practice DSA, GitHub proj, Certifications in relevant domain"
1862,Ravi R,Product Designer,"2 (NLP, Vision)",Yes,"Portfolio enhancement, LinkedIn optimization"
1863,Meera M,Product Designer,"2 (Research, Dev)",No,"Practice DSA, GitHub proj, Resume upgrade, hackathons"
1864,Sneha T,Embedded Engineer,None,No,"Certifications in relevant domain, Contribute to open source"
1865,Priya T,Web Developer,"2 (Research, Dev)",Yes,"Core project, mock interviews, Attend tech webinars"
1866,Arjun M,Data Scientist,"2 (DevOps, Cloud)",No,"Certifications in relevant domain, Attend tech webinars"
1867,Divya R,DevOps Specialist,"2 (NLP, Vision)",No,"Resume upgrade, hackathons, Core project, mock interviews"
1868,Sneha S,Embedded Engineer,1 (CAD Internship),Yes,"Build capstone projects, Apply to research roles"
1869,Divya R,AR/VR Developer,"2 (Research, Dev)",No,"Certifications in relevant domain, Portfolio enhancement"
1870,Ankit S,AI Researcher,1 (Web Dev Intern),No,"Build capstone projects, Attend tech webinars"
1871,Meera R,Cloud Engineer,1 (AR Intern),No,"LinkedIn optimization, Certifications in relevant domain"
1872,Divya S,Cloud Engineer,"2 (Research, Dev)",No,"Resume upgrade, hackathons, Certifications in relevant domain"
1873,Rahul M,Data Scientist,1 (AR Intern),No,"Core project, mock interviews, Portfolio enhancement"
1874,Arjun M,Embedded Engineer,1 (ML Intern),No,"Certifications in relevant domain, Build capstone projects"
1875,Priya R,Product Designer,1 (IoT Internship),No,"Build capstone projects, Practice DSA, GitHub proj"
1876,Ankit T,ML Engineer,"2 (Research, Dev)",Yes,"Attend tech webinars, Certifications in relevant domain"
1877,Sneha R,AI Researcher,"2 (NLP, Vision)",No,"LinkedIn optimization, Core project, mock interviews"
1878,Arjun T,Data Scientist,1 (AR Intern),Yes,"Apply to research roles, Core project, mock interviews"
1879,Arjun R,DevOps Specialist,1 (Web Dev Intern),Yes,"Portfolio enhancement, Certifications in relevant domain"
1880,Karan M,Embedded Engineer,"2 (NLP, Vision)",No,"Resume upgrade, hackathons, Attend tech webinars"
1881,Meera T,Data Scientist,"2 (DevOps, Cloud)",Yes,"Core project, mock interviews, Apply to research roles"
1882,Arjun R,AI Researcher,1 (IoT Internship),No,"LinkedIn optimization, Attend tech webinars"
1883,Divya T,Embedded Engineer,1 (CAD Internship),No,"Build capstone projects, Portfolio enhancement"
1884,Sneha K,Software Developer,"2 (DevOps, Cloud)",Yes,"Build capstone projects, Core project, mock interviews"
1885,Rahul R,Embedded Engineer,1 (Web Dev Intern),No,"Contribute to open source, Core project, mock interviews"
1886,Divya S,Embedded Engineer,"2 (Research, Dev)",Yes,"Core project, mock interviews, Apply to research roles"
1887,Arjun K,Cloud Engineer,1 (Web Dev Intern),Yes,"Core project, mock interviews, Portfolio enhancement"
1888,Meera K,Web Developer,"2 (DevOps, Cloud)",No,"Core project, mock interviews, Certifications in relevant domain"
1889,Meera T,AI Researcher,"2 (NLP, Vision)",Yes,"Resume upgrade, hackathons, Certifications in relevant domain"
1890,Ankit S,Data Scientist,1 (ML Intern),No,"Contribute to open source, Certifications in relevant domain"
1891,Sneha K,Cybersecurity Analyst,1 (ML Intern),Yes,"Practice DSA, GitHub proj, Certifications in relevant domain"
1892,Sneha S,DevOps Specialist,1 (Security Intern),Yes,"LinkedIn optimization, Apply to research roles"
1893,Rahul S,Software Developer,"2 (DevOps, Cloud)",No,"Core project, mock interviews, LinkedIn optimization"
1894,Sneha S,Cloud Engineer,1 (CAD Internship),No,"Build capstone projects, Attend tech webinars"
1895,Ankit T,Cloud Engineer,1 (IoT Internship),Yes,"Apply to research roles, Resume upgrade, hackathons"
1896,Sneha K,AI Researcher,1 (Security Intern),Yes,"Build capstone projects, Resume upgrade, hackathons"
1897,Meera M,DevOps Specialist,"2 (Research, Dev)",Yes,"Core project, mock interviews, Apply to research roles"
1898,Arjun T,ML Engineer,1 (ML Intern),Yes,"Contribute to open source, Core project, mock interviews"
1899,Karan K,DevOps Specialist,1 (Security Intern),Yes,"Attend tech webinars, Core project, mock interviews"
1900,Divya K,Cybersecurity Analyst,"2 (NLP, Vision)",Yes,"Contribute to open source, Portfolio enhancement"
1901,Karan S,Software Developer,1 (Web Dev Intern),Yes,"Contribute to open source, Resume upgrade, hackathons"
1902,Meera R,Product Designer,1 (ML Intern),Yes,"Core project, mock interviews, Apply to research roles"
1903,Divya T,Cloud Engineer,1 (IoT Internship),No,"Practice DSA, GitHub proj, Contribute to open source"
1904,Meera K,Cybersecurity Analyst,1 (Web Dev Intern),Yes,"Apply to research roles, Build capstone projects"
1905,Aisha K,Product Designer,1 (Web Dev Intern),No,"Resume upgrade, hackathons, Contribute to open source"
1906,Rahul T,Cloud Engineer,1 (Web Dev Intern),No,"LinkedIn optimization, Attend tech webinars"
1907,Aisha T,Cybersecurity Analyst,1 (ML Intern),No,"Practice DSA, GitHub proj, Core project, mock interviews"
1908,Divya M,Cybersecurity Analyst,1 (Security Intern),Yes,"LinkedIn optimization, Build capstone projects"
1909,Divya T,Data Scientist,None,No,"Apply to research roles, Certifications in relevant domain"
1910,Meera R,Cybersecurity Analyst,"2 (Research, Dev)",Yes,"Build capstone projects, LinkedIn optimization"
1911,Rahul S,ML Engineer,"2 (DevOps, Cloud)",Yes,"Portfolio enhancement, Apply to research roles"
1912,Ravi S,Software Developer,"2 (Research, Dev)",Yes,"Practice DSA, GitHub proj, Contribute to open source"
1913,Meera S,Software Developer,1 (ML Intern),Yes,"Build capstone projects, Contribute to open source"
1914,Priya S,Cloud Engineer,"2 (NLP, Vision)",No,"Core project, mock interviews, Contribute to open source"
1915,Aisha S,DevOps Specialist,1 (CAD Internship),No,"Build capstone projects, Apply to research roles"
1916,Ankit T,AI Researcher,1 (Web Dev Intern),Yes,"Contribute to open source, Portfolio enhancement"
1917,Ravi T,Cloud Engineer,1 (Security Intern),No,"Certifications in relevant domain, Practice DSA, GitHub proj"
1918,Priya T,Web Developer,1 (AR Intern),Yes,"Portfolio enhancement, Certifications in relevant domain"
1919,Ankit K,AI Researcher,1 (IoT Internship),Yes,"Portfolio enhancement, Apply to research roles"
1920,Divya R,Embedded Engineer,1 (IoT Internship),Yes,"Core project, mock interviews, Portfolio enhancement"
1921,Priya M,AI Researcher,None,No,"Practice DSA, GitHub proj, Portfolio enhancement"
1922,Rahul T,Software Developer,1 (ML Intern),No,"Resume upgrade, hackathons, Practice DSA, GitHub proj"
1923,Ankit R,Embedded Engineer,1 (CAD Internship),Yes,"Contribute to open source, Resume upgrade, hackathons"
1924,Divya S,Product Designer,1 (ML Intern),Yes,"Resume upgrade, hackathons, Portfolio enhancement"
1925,Priya K,ML Engineer,1 (Security Intern),No,"Apply to research roles, Attend tech webinars"
1926,Divya R,Cybersecurity Analyst,"2 (Research, Dev)",Yes,"Resume upgrade, hackathons, Core project, mock interviews"
1927,Priya R,Web Developer,1 (AR Intern),No,"Attend tech webinars, Practice DSA, GitHub proj"
1928,Meera K,Product Designer,1 (AR Intern),Yes,"Build capstone projects, Core project, mock interviews"
1929,Karan M,Systems Engineer,"2 (NLP, Vision)",Yes,"Contribute to open source, Core project, mock interviews"
1930,Arjun M,Web Developer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Apply to research roles"
1931,Ankit T,Cybersecurity Analyst,"2 (Research, Dev)",Yes,"Contribute to open source, Attend tech webinars"
1932,Sneha R,Cloud Engineer,"2 (NLP, Vision)",Yes,"Contribute to open source, LinkedIn optimization"
1933,Priya K,Embedded Engineer,None,No,"Build capstone projects, Apply to research roles"
1934,Aisha K,Web Developer,1 (AR Intern),Yes,"Portfolio enhancement, Contribute to open source"
1935,Karan K,DevOps Specialist,1 (AR Intern),Yes,"Certifications in relevant domain, Portfolio enhancement"
1936,Ankit T,Embedded Engineer,"2 (Research, Dev)",Yes,"Core project, mock interviews, Practice DSA, GitHub proj"
1937,Ravi K,ML Engineer,1 (Security Intern),Yes,"Contribute to open source, Apply to research roles"
1938,Ankit M,Software Developer,1 (CAD Internship),Yes,"Attend tech webinars, Contribute to open source"
1939,Aisha R,Web Developer,1 (CAD Internship),No,"Attend tech webinars, Build capstone projects"
